339 -0.1950854375000000E+01
341 -0.1951084375000000E+01
343 -0.1951073125000000E+01
345 -0.1951860000000000E+01
347 -0.1951178125000000E+01
349 -0.1951636875000000E+01
351 -0.1951184375000000E+01
353 -0.1950218125000000E+01
355 -0.1951561875000000E+01
357 -0.1951293125000000E+01
359 -0.1951120625000000E+01
361 -0.1950051250000000E+01
363 -0.1950991875000000E+01
365 -0.1950846875000000E+01
367 -0.1950896875000000E+01
369 -0.1951293750000000E+01
371 -0.1951070000000000E+01
373 -0.1951180000000000E+01
375 -0.1950532500000000E+01
377 -0.1951115000000000E+01
379 -0.1951267500000000E+01
381 -0.1951002500000000E+01
383 -0.1950687500000000E+01
385 -0.1951435625000000E+01
387 -0.1951539375000000E+01
389 -0.1951085625000000E+01
391 -0.1951806875000000E+01
393 -0.1950866250000000E+01
395 -0.1951303750000000E+01
397 -0.1950941250000000E+01
399 -0.1951268125000000E+01
401 -0.1951390625000000E+01
403 -0.1950525000000000E+01
405 -0.1950913125000000E+01
407 -0.1950580000000000E+01
409 -0.1950363750000000E+01
411 -0.1950422500000000E+01
413 -0.1950617500000000E+01
415 -0.1950873125000000E+01
417 -0.1951314375000000E+01
419 -0.1951778125000000E+01
421 -0.1951066875000000E+01
423 -0.1951958125000000E+01
425 -0.1951312500000000E+01
427 -0.1951983750000000E+01
429 -0.1951280000000000E+01
431 -0.1950721875000000E+01
433 -0.1950383125000000E+01
435 -0.1951040000000000E+01
437 -0.1951184375000000E+01
439 -0.1950855000000000E+01
441 -0.1951271250000000E+01
443 -0.1951578125000000E+01
445 -0.1951816250000000E+01
447 -0.1951301250000000E+01
449 -0.1951729375000000E+01
451 -0.1950752500000000E+01
453 -0.1950978750000000E+01
455 -0.1950880625000000E+01
457 -0.1951145000000000E+01
459 -0.1951792500000000E+01
461 -0.1951035625000000E+01
463 -0.1951303125000000E+01
465 -0.1951614375000000E+01
467 -0.1951493750000000E+01
469 -0.1951275000000000E+01
471 -0.1950678750000000E+01
473 -0.1951102500000000E+01
475 -0.1951168750000000E+01
477 -0.1951310000000000E+01
479 -0.1950683125000000E+01
481 -0.1951345625000000E+01
483 -0.1951574375000000E+01
485 -0.1951115625000000E+01
487 -0.1950838125000000E+01
489 -0.1951288750000000E+01
491 -0.1951097500000000E+01
493 -0.1951648125000000E+01
495 -0.1950603750000000E+01
497 -0.1950637500000000E+01
499 -0.1951556875000000E+01
501 -0.1951563750000000E+01
503 -0.1950750625000000E+01
505 -0.1951355000000000E+01
507 -0.1951273750000000E+01
509 -0.1950927500000000E+01
511 -0.1951116250000000E+01
513 -0.1951194375000000E+01
515 -0.1951725625000000E+01
517 -0.1951184375000000E+01
519 -0.1951857500000000E+01
521 -0.1950625625000000E+01
523 -0.1950734375000000E+01
525 -0.1950989375000000E+01
527 -0.1950993125000000E+01
529 -0.1950732500000000E+01
531 -0.1950908125000000E+01
533 -0.1951720000000000E+01
535 -0.1951798750000000E+01
537 -0.1950955625000000E+01
539 -0.1951783125000000E+01
541 -0.1950874375000000E+01
543 -0.1951265000000000E+01
545 -0.1950336875000000E+01
547 -0.1950131875000000E+01
549 -0.1950597500000000E+01
551 -0.1950984375000000E+01
553 -0.1951605000000000E+01
555 -0.1951461875000000E+01
557 -0.1950281250000000E+01
559 -0.1951081875000000E+01
561 -0.1951713125000000E+01
563 -0.1951007500000000E+01
565 -0.1951786875000000E+01
567 -0.1950342500000000E+01
569 -0.1950785625000000E+01
571 -0.1951456875000000E+01
573 -0.1951371875000000E+01
575 -0.1951293750000000E+01
577 -0.1950704375000000E+01
579 -0.1950763750000000E+01
581 -0.1951686250000000E+01
583 -0.1951243750000000E+01
585 -0.1950398125000000E+01
587 -0.1951340000000000E+01
589 -0.1950161875000000E+01
591 -0.1950753750000000E+01
593 -0.1950947500000000E+01
595 -0.1950395000000000E+01
597 -0.1951520625000000E+01
599 -0.1951656875000000E+01
601 -0.1951121875000000E+01
