3 -0.1951033125000000E+01
5 -0.1950781250000000E+01
7 -0.1950446250000000E+01
9 -0.1952099375000000E+01
11 -0.1951162500000000E+01
13 -0.1950575625000000E+01
15 -0.1951298125000000E+01
17 -0.1950650000000000E+01
19 -0.1950983125000000E+01
21 -0.1950761250000000E+01
23 -0.1951317500000000E+01
25 -0.1950990000000000E+01
27 -0.1951733750000000E+01
29 -0.1950410000000000E+01
31 -0.1951126250000000E+01
33 -0.1950753750000000E+01
35 -0.1951485625000000E+01
37 -0.1950742500000000E+01
39 -0.1951436250000000E+01
41 -0.1951206250000000E+01
43 -0.1951071875000000E+01
45 -0.1951804375000000E+01
47 -0.1950751250000000E+01
49 -0.1951416250000000E+01
51 -0.1950801875000000E+01
53 -0.1951657500000000E+01
55 -0.1950410000000000E+01
57 -0.1950700625000000E+01
59 -0.1951415625000000E+01
61 -0.1951138125000000E+01
63 -0.1951315000000000E+01
65 -0.1951274375000000E+01
67 -0.1950343750000000E+01
69 -0.1951370000000000E+01
71 -0.1950989375000000E+01
73 -0.1951228125000000E+01
75 -0.1951408750000000E+01
77 -0.1951013750000000E+01
79 -0.1951002500000000E+01
81 -0.1951359375000000E+01
83 -0.1950835625000000E+01
85 -0.1951091875000000E+01
87 -0.1951753125000000E+01
89 -0.1951326250000000E+01
91 -0.1950765000000000E+01
93 -0.1949832500000000E+01
95 -0.1951246875000000E+01
97 -0.1951790000000000E+01
99 -0.1952099375000000E+01
101 -0.1950593750000000E+01
103 -0.1951304375000000E+01
105 -0.1951622500000000E+01
107 -0.1951345000000000E+01
109 -0.1950783750000000E+01
111 -0.1951736250000000E+01
113 -0.1950759375000000E+01
115 -0.1951405625000000E+01
117 -0.1950868125000000E+01
119 -0.1950797500000000E+01
121 -0.1950710000000000E+01
123 -0.1951377500000000E+01
125 -0.1950693750000000E+01
127 -0.1951252500000000E+01
129 -0.1950951250000000E+01
131 -0.1951280625000000E+01
133 -0.1952005625000000E+01
135 -0.1951437500000000E+01
137 -0.1951738750000000E+01
139 -0.1951111875000000E+01
141 -0.1951731250000000E+01
143 -0.1951265000000000E+01
145 -0.1951310625000000E+01
147 -0.1950565000000000E+01
149 -0.1950886250000000E+01
151 -0.1952275625000000E+01
153 -0.1951090625000000E+01
155 -0.1950699375000000E+01
157 -0.1951306875000000E+01
159 -0.1950996875000000E+01
161 -0.1951538125000000E+01
163 -0.1951236875000000E+01
165 -0.1951437500000000E+01
167 -0.1950655625000000E+01
169 -0.1951638125000000E+01
171 -0.1950656875000000E+01
173 -0.1951066875000000E+01
175 -0.1950528750000000E+01
177 -0.1950903750000000E+01
179 -0.1950815625000000E+01
181 -0.1951598125000000E+01
183 -0.1951666250000000E+01
185 -0.1950735625000000E+01
187 -0.1951652500000000E+01
189 -0.1951531875000000E+01
191 -0.1951254375000000E+01
193 -0.1950850000000000E+01
195 -0.1951246250000000E+01
197 -0.1950973125000000E+01
199 -0.1951376250000000E+01
201 -0.1950421875000000E+01
203 -0.1951291875000000E+01
205 -0.1950922500000000E+01
207 -0.1951233750000000E+01
209 -0.1951959375000000E+01
211 -0.1951484375000000E+01
213 -0.1951246250000000E+01
215 -0.1951615000000000E+01
217 -0.1951031875000000E+01
219 -0.1951668125000000E+01
221 -0.1951370625000000E+01
223 -0.1950306250000000E+01
225 -0.1951290625000000E+01
227 -0.1950763750000000E+01
229 -0.1950656875000000E+01
231 -0.1951250625000000E+01
233 -0.1951303750000000E+01
235 -0.1951486250000000E+01
237 -0.1951023125000000E+01
239 -0.1950927500000000E+01
241 -0.1950873125000000E+01
243 -0.1951220000000000E+01
245 -0.1951085625000000E+01
247 -0.1950596250000000E+01
249 -0.1951275625000000E+01
251 -0.1950903125000000E+01
253 -0.1951451250000000E+01
255 -0.1950964375000000E+01
257 -0.1950400625000000E+01
259 -0.1951533750000000E+01
261 -0.1950740000000000E+01
263 -0.1951440625000000E+01
265 -0.1951331250000000E+01
267 -0.1951278125000000E+01
269 -0.1951248750000000E+01
271 -0.1951475000000000E+01
273 -0.1950301250000000E+01
275 -0.1951690625000000E+01
277 -0.1951261250000000E+01
279 -0.1950766875000000E+01
281 -0.1951047500000000E+01
283 -0.1951163750000000E+01
285 -0.1950871875000000E+01
287 -0.1950547500000000E+01
289 -0.1951089375000000E+01
291 -0.1951411875000000E+01
293 -0.1951231875000000E+01
295 -0.1951619375000000E+01
297 -0.1951386875000000E+01
299 -0.1951103750000000E+01
301 -0.1951920625000000E+01
303 -0.1950836250000000E+01
305 -0.1950516250000000E+01
307 -0.1951467500000000E+01
309 -0.1950993750000000E+01
311 -0.1950445625000000E+01
313 -0.1950307500000000E+01
315 -0.1951520000000000E+01
317 -0.1951866250000000E+01
319 -0.1951810625000000E+01
321 -0.1951155625000000E+01
323 -0.1951525000000000E+01
325 -0.1951976250000000E+01
327 -0.1950756875000000E+01
329 -0.1950451875000000E+01
331 -0.1950596875000000E+01
333 -0.1951681875000000E+01
335 -0.1951436250000000E+01
337 -0.1950968750000000E+01
