# sig   =    0.60000000E+001
# k0    =    0.30000000E+002
  -0.50000000E+001   0.00000000E+000   0.00000000E+000   0.00000000E+000
  -0.49960938E+001   0.37437037E-002  -0.60823412E-001   0.66495373E-002
  -0.49921875E+001   0.15738701E-001  -0.12496474E+000   0.11068570E-001
  -0.49882812E+001   0.37778132E-001  -0.19391553E+000   0.13224914E-001
  -0.49843750E+001   0.71131667E-001  -0.26631406E+000   0.14439174E-001
  -0.49804688E+001   0.11470271E+000  -0.33835762E+000   0.14725038E-001
  -0.49765625E+001   0.16468354E+000  -0.40562826E+000   0.12216901E-001
  -0.49726562E+001   0.21650807E+000  -0.46526757E+000   0.58439236E-002
  -0.49687500E+001   0.26723975E+000  -0.51694758E+000  -0.22253188E-002
  -0.49648438E+001   0.31581294E+000  -0.56191470E+000  -0.80502507E-002
  -0.49609375E+001   0.36131737E+000  -0.60101188E+000  -0.10104155E-001
  -0.49570312E+001   0.40139582E+000  -0.63345917E+000  -0.11193706E-001
  -0.49531250E+001   0.43235616E+000  -0.65735500E+000  -0.15510141E-001
  -0.49492188E+001   0.45102949E+000  -0.67115709E+000  -0.24034348E-001
  -0.49453125E+001   0.45616922E+000  -0.67456979E+000  -0.33538293E-001
  -0.49414062E+001   0.44794382E+000  -0.66808357E+000  -0.40101874E-001
  -0.49375000E+001   0.42677680E+000  -0.65187749E+000  -0.42808133E-001
  -0.49335938E+001   0.39293056E+000  -0.62532847E+000  -0.43530006E-001
  -0.49296875E+001   0.34716969E+000  -0.58757954E+000  -0.43817565E-001
  -0.49257812E+001   0.29189797E+000  -0.53854772E+000  -0.43177777E-001
  -0.49218750E+001   0.23156788E+000  -0.47950172E+000  -0.40570733E-001
  -0.49179688E+001   0.17179290E+000  -0.41287653E+000  -0.36412538E-001
  -0.49140625E+001   0.11764998E+000  -0.34151185E+000  -0.31931628E-001
  -0.49101562E+001   0.72337792E-001  -0.26762022E+000  -0.26780732E-001
