   1.2566370608718848E-002 -0.11040159683190243        1.9289918556406931     
   1.2566370608606050E-002 -0.28257764941458119        1.9981380362563490     
   1.2566370608493251E-002 -0.11040150997366641        1.9289918004039830     
   1.2566370608380452E-002 -0.28257788572666476        1.9981380934587945     
   1.2566370608267654E-002 -0.11040146905441758        1.9289917743814911     
   1.2566370608154855E-002 -0.28257799705556991        1.9981381204072430     
   1.2566370608042056E-002 -0.11040144977746111        1.9289917621220998     
   1.2566370607929258E-002 -0.28257804950365917        1.9981381331027572     
   1.2566370607816459E-002 -0.11040144069632808        1.9289917563465944     
   1.2566370607703660E-002 -0.28257807421258729        1.9981381390836159     
   1.2566370607590862E-002 -0.11040143641850654        1.9289917536256895     
   1.2566370607478063E-002 -0.28257808585343308        1.9981381419011623     
   1.2566370607365264E-002 -0.11040143440354688        1.9289917523438169     
   1.2566370607252466E-002 -0.28257809133786244        1.9981381432284642     
   1.2566370607139667E-002 -0.11040143345463968        1.9289917517398816     
   1.2566370607026868E-002 -0.28257809392197991        1.9981381438537016     
   1.2566370606914070E-002 -0.11040143300794966        1.9289917514553296     
   1.2566370606801271E-002 -0.28257809513968024        1.9981381441481827     
   1.2566370606688472E-002 -0.11040143279786135        1.9289917513212373     
   1.2566370606575674E-002 -0.28257809571373382        1.9981381442868575     
   1.2566370606462875E-002 -0.11040143269922327        1.9289917512580235     
   1.2566370606350076E-002 -0.28257809598454287        1.9981381443521273     
   1.2566370606237278E-002 -0.11040143265311206        1.9289917512282109     
   1.2566370606124479E-002 -0.28257809611243301        1.9981381443828050     
   1.2566370606011680E-002 -0.11040143263173713        1.9289917512141290     
   1.2566370605898882E-002 -0.28257809617304097        1.9981381443971926     
   1.2566370605786083E-002 -0.11040143262200723        1.9289917512074539     
   1.2566370605673284E-002 -0.28257809620197027        1.9981381444039124     
   1.2566370605560486E-002 -0.11040143261776728        1.9289917512042709     
   1.2566370605447687E-002 -0.28257809621594471        1.9981381444070139     
   1.2566370605334888E-002 -0.11040143261611218        1.9289917512027290     
   1.2566370605222090E-002 -0.28257809622292968        1.9981381444084234     
   1.2566370605109291E-002 -0.11040143261568458        1.9289917512019701     
   1.2566370604996492E-002 -0.28257809622651592        1.9981381444090087     
   1.2566370604883694E-002 -0.11040143261582187        1.9289917512015693     
   1.2566370604770895E-002 -0.28257809622859853        1.9981381444092314     
   1.2566370604658096E-002 -0.11040143261623438        1.9289917512013444     
   1.2566370604545298E-002 -0.28257809622991581        1.9981381444092678     
   1.2566370604432499E-002 -0.11040143261677571        1.9289917512012014     
   1.2566370604319701E-002 -0.28257809623090224        1.9981381444092248     
   1.2566370604206902E-002 -0.11040143261738114        1.9289917512010966     
   1.2566370604094103E-002 -0.28257809623170210        1.9981381444091357     
   1.2566370603981305E-002 -0.11040143261800409        1.9289917512010042     
   1.2566370603868506E-002 -0.28257809623246671        1.9981381444090405     
   1.2566370603755707E-002 -0.11040143261863319        1.9289917512009167     
   1.2566370603642909E-002 -0.28257809623323327        1.9981381444089426     
   1.2566370603530110E-002 -0.11040143261928893        1.9289917512008452     
   1.2566370603417311E-002 -0.28257809623389474        1.9981381444088211     
   1.2566370603304513E-002 -0.11040143261993465        1.9289917512007666     
   1.2566370603191714E-002 -0.28257809623457741        1.9981381444087054     
   1.2566370603078915E-002 -0.11040143262058578        1.9289917512006922     
   1.2566370602966117E-002 -0.28257809623527674        1.9981381444085904     
   1.2566370602853318E-002 -0.11040143262124411        1.9289917512006234     
   1.2566370602740519E-002 -0.28257809623592645        1.9981381444084672     
   1.2566370602627721E-002 -0.11040143262189780        1.9289917512005506     
   1.2566370602514922E-002 -0.28257809623659924        1.9981381444083475     
   1.2566370602402123E-002 -0.11040143262255009        1.9289917512004771     
   1.2566370602289325E-002 -0.28257809623728114        1.9981381444082320     
   1.2566370602176526E-002 -0.11040143262319145        1.9289917512003991     
   1.2566370602063727E-002 -0.28257809623798641        1.9981381444081183     
   1.2566370601950929E-002 -0.11040143262384847        1.9289917512003278     
   1.2566370601838130E-002 -0.28257809623865038        1.9981381444079978     
   1.2566370601725331E-002 -0.11040143262450812        1.9289917512002581     
