#L size is   16
  4.0000000000000000E+00  4.2694705710468748E+00  1.3250984298733268E-01
  3.8999999999999999E+00  4.5497352327031244E+00  8.7514220752360566E-02
  3.7999999999999998E+00  4.8008801759062507E+00  1.0988835152837935E-01
  3.6999999999999997E+00  5.2336565669687500E+00  1.9282617182484957E-01
  3.5999999999999996E+00  5.6161407552500009E+00  1.6168981584529360E-01
  3.4999999999999996E+00  6.1035337369062495E+00  1.3335563889734561E-01
  3.3999999999999995E+00  6.7494310204062504E+00  2.4681250122919943E-01
  3.2999999999999994E+00  7.6407276719843766E+00  1.8925473336386986E-01
  3.1999999999999993E+00  8.4558891585781240E+00  4.1276555282748367E-01
  3.0999999999999992E+00  9.6826802224375008E+00  4.2029056992891917E-01
  2.9999999999999991E+00  1.1207440815875000E+01  6.5410082995488927E-01
  2.8999999999999990E+00  1.3594906729515625E+01  4.2918068180679220E-01
  2.7999999999999989E+00  1.7672589648390627E+01  9.5366402838835074E-01
  2.6999999999999988E+00  2.3655758169062501E+01  7.5040772220445440E-01
  2.5999999999999988E+00  3.3415455601609366E+01  1.7078008887975298E+00
  2.4999999999999987E+00  5.1738923709046880E+01  3.8124890810355834E+00
  2.3999999999999986E+00  8.1074258799328135E+01  6.3336589088489639E+00
  2.2999999999999985E+00  1.1510295391789062E+02  1.4437295823358298E+01
  2.1999999999999984E+00  1.1340535812335936E+02  4.3745989585262386E+01
  2.0999999999999983E+00  3.8405961900874992E+01  7.3332826918090717E+01
  1.9999999999999982E+00  7.2262651501562514E-01  6.5313498169351517E-02
  1.8999999999999981E+00  3.6441900456250947E-01  4.3268928817171988E-02
  1.7999999999999980E+00  1.9802823312499812E-01  9.6287574073070578E-03
  1.6999999999999980E+00  1.1802672657812537E-01  8.8840914831327788E-03
  1.5999999999999979E+00  6.9845546609374767E-02  3.9138611498090474E-03
  1.4999999999999978E+00  4.1531829812507227E-02  3.0664917675338396E-03
  1.3999999999999977E+00  2.3984611999995308E-02  6.5292610722792713E-04
  1.2999999999999976E+00  1.3132224109375557E-02  4.9521056150936163E-04
  1.1999999999999975E+00  7.0382849218702855E-03  3.5131520717735458E-04
  1.0999999999999974E+00  3.5044538281255198E-03  1.2287844128995042E-04
  9.9999999999999745E-01  1.6313301562377092E-03  1.1198157384289057E-04
  8.9999999999999747E-01  6.1338018749950156E-04  5.4018208929586309E-05
  7.9999999999999749E-01  1.9087359374907463E-04  1.9480502081431470E-05
  6.9999999999999751E-01  5.0765000005981163E-05  1.2265876096441786E-05
  5.9999999999999754E-01  4.2171093753040624E-06  2.7980753480805366E-06
  4.9999999999999756E-01  4.6867187961652237E-07  1.0003051584289348E-06
  3.9999999999999758E-01  0.0000000000000000E+00  0.0000000000000000E+00
  2.9999999999999760E-01  0.0000000000000000E+00  0.0000000000000000E+00
  1.9999999999999760E-01  0.0000000000000000E+00  0.0000000000000000E+00
  9.9999999999997591E-02  0.0000000000000000E+00  0.0000000000000000E+00
