  1.0999999999999974E+00 -1.9941918749999998E+00  4.6975766709422497E-04  4.0346595661165149E-02  3.5953748104947522E-03 -9.9850031249999982E-01  1.2879739913641947E-04  3.4656233125019754E-03  4.8006353638014866E-04
  9.9999999999999745E-01 -1.9970068750000003E+00  2.8451507376041021E-04  2.4263956249998966E-02  2.1569173837688487E-03 -9.9923875000000018E-01  7.0851403426307012E-05  1.6138406249986304E-03  1.3284166728219052E-04
  8.9999999999999747E-01 -1.9989043750000000E+00  1.7189318185218070E-04  1.0992325617294681E-02  1.7338880366679454E-03 -9.9972249999999985E-01  4.4978295467973556E-05  5.8244212499971584E-04  1.0361789763658570E-04
  7.9999999999999749E-01 -1.9996162499999997E+00  1.0136568323814392E-04  4.8279960937636385E-03  1.3066122619597032E-03 -9.9990343750000010E-01  2.5975119748500620E-05  1.9748506249968046E-04  5.7142718452100461E-05
  6.9999999999999751E-01 -1.9999212499999999E+00  4.3319318429043499E-05  1.2846591836680125E-03  7.0642849507634878E-04 -9.9998031249999997E-01  1.0829838577344242E-05  3.9342687500010240E-05  2.1634372663645179E-05
  5.9999999999999754E-01 -1.9999812499999998E+00  1.1524504504709436E-05  4.1658055553266007E-04  2.5601258993885971E-04 -9.9999531250000007E-01  2.8810924084299076E-06  9.3730624975307812E-06  5.7602832731425484E-06
  4.9999999999999756E-01 -1.9999987500000000E+00  3.7499446435783864E-06  3.9995999998155123E-05  1.1998799999446536E-04 -9.9999968750000012E-01  9.3729369964055895E-07  6.2493749979353193E-07  1.8748124993805958E-06
  3.9999999999999758E-01 -2.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -1.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  2.9999999999999760E-01 -2.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -1.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  1.9999999999999760E-01 -2.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -1.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  9.9999999999997591E-02 -2.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -1.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
