  4.0000000000000000E+00 -5.5730437499999996E-01  2.0224657174218643E-03  1.7252675420312499E-01  1.9972015767223974E-03 -4.5168749999999992E-03  9.1150575329026311E-03  4.2281206182499993E+00  9.0289838056802033E-02
  3.8999999999999999E+00 -5.7806437499999996E-01  2.5186166993441121E-03  1.8676742506574626E-01  2.2072954395099698E-03  1.9534374999999994E-03  8.6783450469491152E-03  4.5115088311875002E+00  4.9054469874259703E-02
  3.7999999999999998E+00 -5.9648499999999993E-01  3.3293019632647659E-03  1.9999424331717458E-01  2.9380213535991026E-03 -1.6612500000000000E-03  5.6041354707929746E-03  4.8461221205000005E+00  1.2270681464196041E-01
  3.6999999999999997E+00 -6.1871624999999997E-01  3.2368643198454096E-03  2.1928651428049678E-01  4.5053206973986945E-03  3.5031250000000020E-04  9.1683259157632618E-03  5.1721880461875003E+00  1.2928515609077892E-01
  3.5999999999999996E+00 -6.4200999999999997E-01  3.8292462133569533E-03  2.3826225258487654E-01  4.0693624759868680E-03 -9.9187499999999970E-04  6.7728812415765866E-03  5.6123837328749993E+00  1.8450107105798791E-01
  3.4999999999999996E+00 -6.6352437500000006E-01  4.2073368302390874E-03  2.6214493340816331E-01  5.5016238497199435E-03  1.0556249999999995E-03  1.1808603755577964E-02  6.0046118221249998E+00  1.6426163211746528E-01
  3.3999999999999995E+00 -6.9233375000000008E-01  5.4937643628834723E-03  2.9012266596020764E-01  8.1061895977295999E-03  2.3640625000000003E-03  1.1028635689684435E-02  6.6831460708125006E+00  2.3495607987502318E-01
  3.2999999999999994E+00 -7.2351562500000000E-01  4.8355464805692697E-03  3.2152754855371896E-01  8.3189602200837084E-03  8.9481249999999977E-03  1.1048898700775569E-02  7.3543850853750001E+00  2.1066742941408192E-01
  3.1999999999999993E+00 -7.5810875000000000E-01  6.7826261276568295E-03  3.6148219003906279E-01  1.2767256701061325E-02 -1.1909374999999999E-03  1.3302426165723727E-02  8.3044810110624994E+00  3.7080263578883221E-01
  3.0999999999999992E+00 -7.9661187499999997E-01  4.9511634128363230E-03  4.1938167760145689E-01  1.1418831093489830E-02 -2.0243750000000006E-03  2.2306242023324437E-02  9.4580558422500012E+00  3.0131480020124041E-01
  2.9999999999999991E+00 -8.4229812499999990E-01  5.0084085936262183E-03  4.8480107841666686E-01  1.1478494787755696E-02  3.0937499999999992E-04  1.5994909346413941E-02  1.0934360298375001E+01  2.3694893330175487E-01
  2.8999999999999990E+00 -8.9811875000000008E-01  7.6291438534971789E-03  5.7138031533888267E-01  1.4668286569470744E-02  1.3306250000000006E-03  3.7263874639186408E-02  1.2967136517375000E+01  4.5384953378156900E-01
  2.7999999999999989E+00 -9.5784062499999989E-01  8.3502560074905953E-03  6.7739101540178637E-01  1.6282056821948120E-02  4.9928125000000007E-03  1.9723552607007856E-02  1.5307776785937500E+01  4.9491571003661000E-01
  2.6999999999999988E+00 -1.0336737500000002E+00  7.6362702569547046E-03  8.1944677914952124E-01  9.8512868010957842E-03 -1.5506562499999998E-02  2.0301655828885764E-02  1.8666691039562501E+01  3.7135302002950499E-01
  2.5999999999999988E+00 -1.1173437499999999E+00  4.2972911162696345E-03  9.5367035029585900E-01  1.4363156569865556E-02 -1.3216874999999999E-02  3.6006700580846748E-02  2.2359886480625001E+01  3.6339477120487873E-01
  2.4999999999999987E+00 -1.2204687500000002E+00  7.9782541362156661E-03  1.1088987480000010E+00  2.0205669790482373E-02  3.2196249999999996E-02  8.5677575131820519E-02  2.7005031294750001E+01  9.6522175231662399E-01
  2.3999999999999986E+00 -1.3430481250000001E+00  1.1841187404149635E-02  1.1857881586371535E+00  3.3512905591549354E-02  7.3618437499999995E-02  5.0155671013986873E-02  3.3331551121812495E+01  4.9938227065773699E-01
  2.2999999999999985E+00 -1.4556081249999999E+00  9.4640413416380107E-03  1.1715716965500966E+00  3.3392817952121893E-02 -2.7842500000000003E-02  1.4821045737132973E-01  3.8114333653250000E+01  1.4483240022242716E+00
  2.1999999999999984E+00 -1.5673831249999999E+00  7.5405093754193067E-03  1.0706182710227290E+00  3.8147505335288927E-02  8.3081562500000011E-02  2.4880455291585837E-01  4.0807946773937495E+01  7.3720217046416137E+00
  2.0999999999999983E+00 -1.6627812499999997E+00  6.2453676583954327E-03  8.9765388707483174E-01  3.1457822691590878E-02  2.0752249999999997E-01  2.6574726520229708E-01  4.2644190644000005E+01  1.3342993584105368E+01
  1.9999999999999982E+00 -1.7451800000000000E+00  6.6279261226774673E-03  7.2580666112500136E-01  3.6393871596829018E-02 -1.3383968750000003E-01  2.3958788274595902E-01  4.9008541532437498E+01  3.9168335082409360E+00
  1.8999999999999981E+00 -1.8106599999999999E+00  2.9890532050062314E-03  5.5452535110803469E-01  2.1596056142522930E-02 -9.4737500000000058E-02  8.8559623641760765E-01  6.0186419267500035E+00  1.6975986206528763E+01
  1.7999999999999980E+00 -1.8595343750000002E+00  3.1757691612515088E-03  4.3418183695987589E-01  1.2568291980015744E-02 -9.5702187499999991E-01  1.1609734602192889E-03  1.9566435637499707E-01  1.5890059522444488E-02
  1.6999999999999980E+00 -1.8980237500000001E+00  2.3819582278360044E-03  3.4188959359861465E-01  1.5274391256381609E-02 -9.7003656250000003E-01  8.0118204909375489E-04  1.1787610831249964E-01  1.4705492016217889E-02
  1.5999999999999979E+00 -1.9288000000000001E+00  1.7175927922081450E-03  2.5759259062499940E-01  8.3078975911284308E-03 -9.7986093750000003E-01  5.6565650796284647E-04  6.6650409437496450E-02  4.5760805825816589E-03
  1.4999999999999978E+00 -1.9511937499999998E+00  1.3870691900989072E-03  1.9698251733333644E-01  7.2960957409675103E-03 -9.8653468750000006E-01  4.1009109590211244E-04  4.0551974812501612E-02  2.2031274329059008E-03
  1.3999999999999977E+00 -1.9683318750000005E+00  8.9512328834796752E-04  1.4208292410714210E-01  5.4231937246773301E-03 -9.9148781249999995E-01  2.8330999081325082E-04  2.2756968562502776E-02  1.5041239773107794E-03
  1.2999999999999976E+00 -1.9808074999999996E+00  8.4452649531018497E-04  9.9396344378702511E-02  5.8157643385173454E-03 -9.9491843749999997E-01  2.4400807654994676E-04  1.2940438687502364E-02  1.0205774513721089E-03
  1.1999999999999975E+00 -1.9887899999999998E+00  6.2403801001293627E-04  6.5647621180553242E-02  3.3267709450662633E-03 -9.9707812499999982E-01  1.6795530600342400E-04  6.8905540000038460E-03  4.7745032079313037E-04
