# Jmax  =         2048
# Nmax  =          100
# N1max =           50
# L     =    0.40000000E+001
# sig   =    0.10000000E+000
# k0    =    0.20000000E+002
# x0    =   -0.50000000E+000
# dt    =    0.10000000E-004
#
# x              r(j)               real              aimag
  -0.26484375E+001   0.23466090E-099  -0.13870479E-049  -0.65015932E-050
  -0.26445312E+001   0.54272999E-099  -0.20258171E-049  -0.11503759E-049
  -0.26406250E+001   0.12533265E-098  -0.29326833E-049  -0.19830869E-049
  -0.26367188E+001   0.28898943E-098  -0.42046188E-049  -0.33496453E-049
  -0.26328125E+001   0.66532986E-098  -0.59636322E-049  -0.55648969E-049
  -0.26289062E+001   0.15294292E-097  -0.83557716E-049  -0.91172366E-049
  -0.26250000E+001   0.35104199E-097  -0.11542427E-048  -0.14758535E-048
  -0.26210938E+001   0.80450006E-097  -0.15676519E-048  -0.23637826E-048
  -0.26171875E+001   0.18409009E-096  -0.20850838E-048  -0.37498580E-048
  -0.26132812E+001   0.42060270E-096  -0.26997147E-048  -0.58967627E-048
  -0.26093750E+001   0.95951336E-096  -0.33700816E-048  -0.91974934E-048
  -0.26054688E+001   0.21855830E-095  -0.39873785E-048  -0.14235839E-047
  -0.26015625E+001   0.49707385E-095  -0.43194250E-048  -0.21872732E-047
  -0.25976562E+001   0.11287866E-094  -0.39168044E-048  -0.33368327E-047
  -0.25937500E+001   0.25594113E-094  -0.19584410E-048  -0.50552703E-047
  -0.25898438E+001   0.57943623E-094   0.29986679E-048  -0.76061622E-047
  -0.25859375E+001   0.13098107E-093   0.13419867E-047  -0.11365744E-046
  -0.25820312E+001   0.29563015E-093   0.33426295E-047  -0.16865852E-046
  -0.25781250E+001   0.66623316E-093   0.69786896E-047  -0.24850172E-046
  -0.25742188E+001   0.14991362E-092   0.13345769E-046  -0.36345930E-046
  -0.25703125E+001   0.33681641E-092   0.24194985E-046  -0.52751937E-046
  -0.25664062E+001   0.75558395E-092   0.42294350E-046  -0.75940947E-046
  -0.25625000E+001   0.16924253E-091   0.71976050E-046  -0.10836836E-045
  -0.25585938E+001   0.37850676E-091   0.11995910E-045  -0.15316818E-045
  -0.25546875E+001   0.84523033E-091   0.19657697E-045  -0.21419741E-045
  -0.25507812E+001   0.18845767E-090   0.31759648E-045  -0.29595633E-045
  -0.25468750E+001   0.41955597E-090   0.50689335E-045  -0.40325562E-045
  -0.25429688E+001   0.93261693E-090   0.80035931E-045  -0.54040901E-045
  -0.25390625E+001   0.20699221E-089   0.12515654E-044  -0.70958175E-045
  -0.25351562E+001   0.45871404E-089   0.19399071E-044  -0.90768984E-045
  -0.25312500E+001   0.10150031E-088   0.29822255E-044  -0.11208758E-044
  -0.25273438E+001   0.22424876E-088   0.45492427E-044  -0.13150160E-044
  -0.25234375E+001   0.49468649E-088   0.68885930E-044  -0.14198362E-044
  -0.25195312E+001   0.10896007E-087   0.10356764E-043  -0.13028803E-044
  -0.25156250E+001   0.23963044E-087   0.15462894E-043  -0.72756348E-045
  -0.25117188E+001   0.52620374E-087   0.22928033E-043   0.71346297E-045
  -0.25078125E+001   0.11537274E-086   0.33764124E-043   0.37028772E-044
  -0.25039062E+001   0.25257466E-086   0.49377306E-043   0.93609962E-044
  -0.25000000E+001   0.55209484E-086   0.71699952E-043   0.19495261E-043
  -0.24960938E+001   0.12049663E-085   0.10335435E-042   0.36980284E-043
  -0.24921875E+001   0.26258714E-085   0.14784717E-042   0.66331947E-043
  -0.24882812E+001   0.57135932E-085   0.20978598E-042   0.11456778E-042
  -0.24843750E+001   0.12413164E-084   0.29509415E-042   0.19248658E-042
  -0.24804688E+001   0.26927312E-084   0.41117440E-042   0.31655762E-042
  -0.24765625E+001   0.58323129E-084   0.56692595E-042   0.51168961E-042
  -0.24726562E+001   0.12613220E-083   0.77244618E-042   0.81525999E-042
  -0.24687500E+001   0.27236319E-083   0.10381269E-041   0.12829359E-041
  -0.24648438E+001   0.58722994E-083   0.13726629E-041   0.19970218E-041
  -0.24609375E+001   0.12641694E-082   0.17791899E-041   0.30783401E-041
  -0.24570312E+001   0.27173132E-082   0.22483011E-041   0.47030070E-041
  -0.24531250E+001   0.58319184E-082   0.27459769E-041   0.71259241E-041
  -0.24492188E+001   0.12497424E-081   0.31933805E-041   0.10713382E-040
  -0.24453125E+001   0.26740336E-081   0.34338419E-041   0.15987873E-040
  -0.24414062E+001   0.57128202E-081   0.31799334E-041   0.23689028E-040
  -0.24375000E+001   0.12186292E-080   0.19299601E-041   0.34855479E-040
  -0.24335938E+001   0.25955530E-080  -0.11620481E-041   0.50933316E-040
  -0.24296875E+001   0.55198281E-080  -0.74863777E-041   0.73917401E-040
  -0.24257812E+001   0.11720834E-079  -0.19282232E-040   0.10653182E-039
  -0.24218750E+001   0.24850138E-079  -0.40097162E-040   0.15245444E-039
  -0.24179688E+001   0.52606137E-079  -0.75473979E-040   0.21658674E-039
  -0.24140625E+001   0.11119400E-078  -0.13396938E-039   0.30536241E-039
  -0.24101562E+001   0.23467325E-078  -0.22865269E-039   0.42707282E-039
  -0.24062500E+001   0.49451920E-078  -0.37929452E-039   0.59216118E-039
  -0.24023438E+001   0.10404951E-077  -0.61553941E-039   0.81339187E-039
  -0.23984375E+001   0.21859199E-077  -0.98147179E-039   0.11057274E-038
  -0.23945312E+001   0.45852790E-077  -0.15421396E-038   0.14856259E-038
  -0.23906250E+001   0.96036120E-077  -0.23928071E-038   0.19692857E-038
  -0.23867188E+001   0.20083563E-076  -0.36719810E-038   0.25690696E-038
  -0.23828125E+001   0.41935734E-076  -0.55796071E-038   0.32869011E-038
  -0.23789062E+001   0.87430920E-076  -0.84022853E-038   0.41027456E-038
  -0.23750000E+001   0.18200494E-075  -0.12547911E-037   0.49552873E-038
  -0.23710938E+001   0.37830197E-075  -0.18592825E-037   0.57104147E-038
  -0.23671875E+001   0.78511155E-075  -0.27345347E-037   0.61109366E-038
  -0.23632812E+001   0.16269022E-074  -0.39930412E-037   0.56977498E-038
  -0.23593750E+001   0.33661141E-074  -0.57900884E-037   0.36880622E-038
  -0.23554688E+001   0.69539818E-074  -0.83381754E-037  -0.12103548E-038
  -0.23515625E+001   0.14344175E-073  -0.11925361E-036  -0.11079344E-037
  -0.23476562E+001   0.29543024E-073  -0.16938085E-036  -0.29208756E-037
  -0.23437500E+001   0.60753543E-073  -0.23888735E-036  -0.60715532E-037
  -0.23398438E+001   0.12474571E-072  -0.33447625E-036  -0.11345195E-036
  -0.23359375E+001   0.25575075E-072  -0.46477881E-036  -0.19932738E-036
  -0.23320312E+001   0.52353479E-072  -0.64069715E-036  -0.33621711E-036
  -0.23281250E+001   0.10700683E-071  -0.87567095E-036  -0.55069835E-036
  -0.23242188E+001   0.21838096E-071  -0.11857426E-035  -0.88194338E-036
  -0.23203125E+001   0.44499523E-071  -0.15892060E-035  -0.13872191E-035
  -0.23164062E+001   0.90538493E-071  -0.21054865E-035  -0.21495990E-035
  -0.23125000E+001   0.18392827E-070  -0.27526870E-035  -0.32886990E-035
  -0.23085938E+001   0.37307920E-070  -0.35429150E-035  -0.49755073E-035
  -0.23046875E+001   0.75559817E-070  -0.44740287E-035  -0.74527099E-035
  -0.23007812E+001   0.15279815E-069  -0.55157334E-035  -0.11062316E-034
  -0.22968750E+001   0.30851948E-069  -0.65869297E-035  -0.16282869E-034
  -0.22929688E+001   0.62199144E-069  -0.75197182E-035  -0.23779093E-034
  -0.22890625E+001   0.12520554E-068  -0.80033205E-035  -0.34467409E-034
  -0.22851562E+001   0.25165178E-068  -0.74981135E-035  -0.49601372E-034
  -0.22812500E+001   0.50502606E-068  -0.51056479E-035  -0.70881542E-034
  -0.22773438E+001   0.10119636E-067   0.62555238E-036  -0.10059446E-033
  -0.22734375E+001   0.20246656E-067   0.11987072E-034  -0.14178493E-033
  -0.22695312E+001   0.40446323E-067   0.32530920E-034  -0.19846426E-033
  -0.22656250E+001   0.80675581E-067   0.67679465E-034  -0.27585335E-033
  -0.22617188E+001   0.16067284E-066   0.12560320E-033  -0.38065296E-033
  -0.22578125E+001   0.31950685E-066   0.21847400E-033  -0.52132136E-033
  -0.22539062E+001   0.63438834E-066   0.36424088E-033  -0.70831979E-033
  -0.22500000E+001   0.12576724E-065   0.58912756E-033  -0.95425421E-033
  -0.22460938E+001   0.24895289E-065   0.93111958E-033  -0.12737917E-032
  -0.22421875E+001   0.49204424E-065   0.14447975E-032  -0.16831525E-032
  -0.22382812E+001   0.97102060E-065   0.22079869E-032  -0.21988633E-032
  -0.22343750E+001   0.19133308E-064   0.33308385E-032  -0.28352817E-032
  -0.22304688E+001   0.37643412E-064   0.49681317E-032  -0.36001499E-032
  -0.22265625E+001   0.73947795E-064   0.73358086E-032  -0.44870600E-032
  -0.22226562E+001   0.14504368E-063   0.10733002E-031  -0.54631815E-032
  -0.22187500E+001   0.28405974E-063   0.15571108E-031  -0.64498328E-032
  -0.22148438E+001   0.55546653E-063   0.22411770E-031  -0.72923986E-032
  -0.22109375E+001   0.10845346E-062   0.32015934E-031  -0.77145713E-032
  -0.22070312E+001   0.21142983E-062   0.45406377E-031  -0.72497740E-032
  -0.22031250E+001   0.41155362E-062   0.63946226E-031  -0.51396946E-032
  -0.21992188E+001   0.79987830E-062   0.89435722E-031  -0.18583426E-033
  -0.21953125E+001   0.15522394E-061   0.12422882E-030   0.94655013E-032
  -0.21914062E+001   0.30076745E-061   0.17136947E-030   0.26631739E-031
  -0.21875000E+001   0.58188918E-061   0.23474455E-030   0.55532992E-031
  -0.21835938E+001   0.11240536E-060   0.31924481E-030   0.10241151E-030
  -0.21796875E+001   0.21680591E-060   0.43091679E-030   0.17639906E-030
  -0.21757812E+001   0.41753465E-060   0.57707465E-030   0.29072237E-030
  -0.21718750E+001   0.80288110E-060   0.76631933E-030   0.46436600E-030
  -0.21679688E+001   0.15415133E-059   0.10083804E-029   0.72434958E-030
  -0.21640625E+001   0.29551575E-059   0.13136470E-029   0.11088232E-029
  -0.21601562E+001   0.56565458E-059   0.16921849E-029   0.16712439E-029
  -0.21562500E+001   0.10810837E-058   0.21519308E-029   0.24859667E-029
  -0.21523438E+001   0.20630256E-058   0.26956124E-029   0.36556709E-029
  -0.21484375E+001   0.39308570E-058   0.33157291E-029   0.53211381E-029
  -0.21445312E+001   0.74783743E-058   0.39866357E-029   0.76740133E-029
  -0.21406250E+001   0.14205760E-057   0.46523628E-029   0.10973291E-028
  -0.21367188E+001   0.26943814E-057   0.52082371E-029   0.15566387E-028
  -0.21328125E+001   0.51025935E-057   0.54735889E-029   0.21915729E-028
  -0.21289062E+001   0.96485089E-057   0.51517723E-029   0.30631848E-028
  -0.21250000E+001   0.18216576E-056   0.37722942E-029   0.42513850E-028
  -0.21210938E+001   0.34340817E-056   0.60792661E-030   0.58597885E-028
  -0.21171875E+001   0.64638580E-056  -0.54428728E-029   0.80213672E-028
  -0.21132812E+001   0.12148155E-055  -0.16021276E-028   0.10904803E-027
  -0.21093750E+001   0.22796393E-055  -0.33538583E-028   0.14721262E-027
  -0.21054688E+001   0.42712922E-055  -0.61495056E-028   0.19731011E-027
  -0.21015625E+001   0.79907905E-055  -0.10491759E-027   0.26248849E-027
  -0.20976562E+001   0.14926484E-054  -0.17095600E-027   0.34646629E-027
  -0.20937500E+001   0.27839577E-054  -0.26968949E-027   0.45350121E-027
  -0.20898438E+001   0.51844782E-054  -0.41520921E-027   0.58825941E-027
  -0.20859375E+001   0.96401723E-054  -0.62706075E-027   0.75552104E-027
  -0.20820312E+001   0.17897891E-053  -0.93215142E-027   0.95962639E-027
  -0.20781250E+001   0.33178461E-053  -0.13672521E-026   0.12035231E-026
  -0.20742188E+001   0.61411249E-053  -0.19822516E-026   0.14872134E-026
  -0.20703125E+001   0.11349506E-052  -0.28443525E-026   0.18053157E-026
  -0.20664062E+001   0.20943212E-052  -0.40434286E-026   0.21433379E-026
  -0.20625000E+001   0.38587527E-052  -0.56987929E-026   0.24721015E-026
  -0.20585938E+001   0.70988487E-052  -0.79676469E-026   0.27395417E-026
  -0.20546875E+001   0.13039658E-051  -0.11055484E-025   0.28588213E-026
  -0.20507812E+001   0.23915630E-051  -0.15228694E-025   0.26913159E-026
  -0.20468750E+001   0.43796031E-051  -0.20829539E-025   0.20225263E-026
  -0.20429688E+001   0.80080175E-051  -0.28293509E-025   0.52831544E-027
  -0.20390625E+001   0.14620175E-050  -0.38168778E-025  -0.22719832E-026
  -0.20351562E+001   0.26651243E-050  -0.51137032E-025  -0.70801348E-026
  -0.20312500E+001   0.48508705E-050  -0.68034153E-025  -0.14907196E-025
  -0.20273438E+001   0.88157489E-050  -0.89868168E-025  -0.27193038E-025
  -0.20234375E+001   0.15996908E-049  -0.11783011E-024  -0.45967103E-025
  -0.20195312E+001   0.28983460E-049  -0.15329099E-024  -0.74063021E-025
  -0.20156250E+001   0.52432639E-049  -0.19777459E-024  -0.11540299E-024
  -0.20117188E+001   0.94708840E-049  -0.25289045E-024  -0.17537177E-024
  -0.20078125E+001   0.17081132E-048  -0.32020476E-024  -0.26130486E-024
  -0.20039062E+001   0.30759558E-048  -0.40101655E-024  -0.38312048E-024
  -0.20000000E+001   0.55307095E-048  -0.49599344E-024  -0.55413127E-024
  -0.19960938E+001   0.99293069E-048  -0.60460254E-024  -0.79207731E-024
  -0.19921875E+001   0.17798948E-047  -0.72424751E-024  -0.11204286E-023
  -0.19882812E+001   0.31857160E-047  -0.84898942E-024  -0.15700105E-023
  -0.19843750E+001   0.56932086E-047  -0.96768518E-024  -0.21810076E-023
  -0.19804688E+001   0.10158848E-046  -0.10613194E-023  -0.30054033E-023
  -0.19765625E+001   0.18099607E-046  -0.10992298E-023  -0.41099027E-023
  -0.19726562E+001   0.32198166E-046  -0.10338284E-023  -0.55793696E-023
  -0.19687500E+001   0.57191363E-046  -0.79329455E-024  -0.75207744E-023
  -0.19648438E+001   0.10143015E-045  -0.27155688E-024  -0.10067592E-022
  -0.19609375E+001   0.17961435E-045   0.68532420E-024  -0.13384494E-022
  -0.19570312E+001   0.31757939E-045   0.22975114E-023  -0.17672035E-022
  -0.19531250E+001   0.56066173E-045   0.48759369E-023  -0.23170821E-022
  -0.19492188E+001   0.98829551E-045   0.88548779E-023  -0.30164327E-022
  -0.19453125E+001   0.17394424E-044   0.14834860E-022  -0.38979089E-022
  -0.19414062E+001   0.30568252E-044   0.23638742E-022  -0.49980347E-022
  -0.19375000E+001   0.53637494E-044   0.36384484E-022  -0.63560355E-022
  -0.19335938E+001   0.93973125E-044   0.54578825E-022  -0.80115319E-022
  -0.19296875E+001   0.16439030E-043   0.80236948E-022  -0.10000531E-021
  -0.19257812E+001   0.28713492E-043   0.11603406E-021  -0.12348923E-021
  -0.19218750E+001   0.50076406E-043   0.16549571E-021  -0.15062396E-021
  -0.19179688E+001   0.87200228E-043   0.23323456E-021  -0.18111286E-021
  -0.19140625E+001   0.15161404E-042   0.32524187E-021  -0.21408353E-021
  -0.19101562E+001   0.26320765E-042   0.44924220E-021  -0.24776823E-021
  -0.19062500E+001   0.45624166E-042   0.61511955E-021  -0.27905124E-021
  -0.19023438E+001   0.78963916E-042   0.83542152E-021  -0.30283668E-021
  -0.18984375E+001   0.13645823E-041   0.11259449E-020  -0.31117584E-021
  -0.18945312E+001   0.23545511E-041   0.15064008E-020  -0.29207517E-021
  -0.18906250E+001   0.40565219E-041   0.20011474E-020  -0.22788388E-021
  -0.18867188E+001   0.69780945E-041   0.26399661E-020  -0.93132144E-022
  -0.18828125E+001   0.11985528E-040   0.34588326E-020   0.14834279E-021
  -0.18789062E+001   0.20554875E-040   0.45006068E-020   0.54718670E-021
  -0.18750000E+001   0.35197338E-040   0.58155193E-020   0.11734878E-020
  -0.18710938E+001   0.60178606E-040   0.74612704E-020   0.21232168E-020
  -0.18671875E+001   0.10273342E-039   0.95024745E-020   0.35265275E-020
  -0.18632812E+001   0.17511311E-039   0.12009064E-019   0.55583718E-020
  -0.18593750E+001   0.29803202E-039   0.15053112E-019   0.84519729E-020
  -0.18554688E+001   0.50645924E-039   0.18703323E-019   0.12515788E-019
  -0.18515625E+001   0.85933677E-039   0.23016168E-019   0.18154690E-019
  -0.18476562E+001   0.14558600E-038   0.28022276E-019   0.25896178E-019
  -0.18437500E+001   0.24627092E-038   0.33706221E-019   0.36422519E-019
  -0.18398438E+001   0.41595274E-038   0.39977255E-019   0.50609747E-019
  -0.18359375E+001   0.70147494E-038   0.46627751E-019   0.69574437E-019
  -0.18320312E+001   0.11811843E-037   0.53275144E-019   0.94729096E-019
  -0.18281250E+001   0.19859141E-037   0.59281951E-019   0.12784675E-018
  -0.18242188E+001   0.33338080E-037   0.63646897E-019   0.17113490E-018
  -0.18203125E+001   0.55880211E-037   0.64858308E-019   0.22731830E-018
  -0.18164062E+001   0.93521788E-037   0.60698626E-019   0.29972899E-018
  -0.18125000E+001   0.15628053E-036   0.47986088E-019   0.39240014E-018
  -0.18085938E+001   0.26075599E-036   0.22236300E-019   0.51015834E-018
  -0.18046875E+001   0.43441120E-036  -0.22777553E-019   0.65870508E-018
  -0.18007812E+001   0.72261181E-036  -0.95591728E-019   0.84467392E-018
  -0.17968750E+001   0.12001801E-035  -0.20777735E-018   0.10756434E-017
  -0.17929688E+001   0.19903301E-035  -0.37486143E-018   0.13600768E-017
  -0.17890625E+001   0.32956501E-035  -0.61748719E-018   0.17071496E-017
  -0.17851562E+001   0.54487191E-035  -0.96286457E-018   0.21264080E-017
  -0.17812500E+001   0.89946664E-035  -0.14465688E-017   0.26271858E-017
  -0.17773438E+001   0.14825625E-034  -0.21147519E-017   0.32176777E-017
  -0.17734375E+001   0.24399352E-034  -0.30268379E-017   0.39035374E-017
  -0.17695312E+001   0.40094139E-034  -0.42587761E-017   0.46858260E-017
  -0.17656250E+001   0.65784081E-034  -0.59069268E-017   0.55580839E-017
  -0.17617188E+001   0.10777004E-033  -0.80926494E-017   0.65022355E-017
  -0.17578125E+001   0.17628388E-033  -0.10967647E-016   0.74829537E-017
  -0.17539062E+001   0.28791512E-033  -0.14720099E-016   0.84400120E-017
  -0.17500000E+001   0.46951954E-033  -0.19581564E-016   0.92780331E-017
  -0.17460938E+001   0.76450473E-033  -0.25834574E-016   0.98528930E-017
  -0.17421875E+001   0.12429224E-032  -0.33820746E-016   0.99538698E-017
  -0.17382812E+001   0.20176469E-032  -0.43949070E-016   0.92804174E-017
  -0.17343750E+001   0.32702702E-032  -0.56703874E-016   0.74122057E-017
  -0.17304688E+001   0.52924824E-032  -0.72651659E-016   0.37707912E-017
  -0.17265625E+001   0.85520952E-032  -0.92445633E-016  -0.24290306E-017
  -0.17226562E+001   0.13798217E-031  -0.11682631E-015  -0.12240487E-016
  -0.17187500E+001   0.22228528E-031  -0.14661586E-015  -0.27061378E-016
  -0.17148438E+001   0.35754916E-031  -0.18270304E-015  -0.48728991E-016
  -0.17109375E+001   0.57424623E-031  -0.22601459E-015  -0.79636843E-016
  -0.17070312E+001   0.92086901E-031  -0.27746733E-015  -0.12287710E-015
  -0.17031250E+001   0.14744664E-030  -0.33789376E-015  -0.18241285E-015
  -0.16992188E+001   0.23572694E-030  -0.40793160E-015  -0.26328455E-015
  -0.16953125E+001   0.37628845E-030  -0.48786499E-015  -0.37185508E-015
  -0.16914062E+001   0.59974946E-030  -0.57740185E-015  -0.51609744E-015
  -0.16875000E+001   0.95445656E-030  -0.67536776E-015  -0.70592843E-015
  -0.16835938E+001   0.15166305E-029  -0.77929172E-015  -0.95359053E-015
  -0.16796875E+001   0.24062499E-029  -0.88485350E-015  -0.12740817E-014
  -0.16757812E+001   0.38118779E-029  -0.98515487E-015  -0.16856298E-014
  -0.16718750E+001   0.60294064E-029  -0.10697693E-014  -0.22102036E-014
  -0.16679688E+001   0.95224227E-029  -0.11235145E-014  -0.28740456E-014
  -0.16640625E+001   0.15016118E-028  -0.11248821E-014  -0.37082015E-014
  -0.16601562E+001   0.23643143E-028  -0.10440449E-014  -0.47490118E-014
  -0.16562500E+001   0.37169786E-028  -0.84035064E-015  -0.60385095E-014
  -0.16523438E+001   0.58346154E-028  -0.45919299E-015  -0.76246505E-014
  -0.16484375E+001   0.91447476E-028   0.17186195E-015  -0.95612729E-014
  -0.16445312E+001   0.14310952E-027   0.11478347E-014  -0.11907645E-013
  -0.16406250E+001   0.22361589E-027   0.25921324E-014  -0.14727415E-013
  -0.16367188E+001   0.34887843E-027   0.46635603E-014  -0.18086725E-013
  -0.16328125E+001   0.54347915E-027   0.75647262E-014  -0.22051169E-013
  -0.16289062E+001   0.84533524E-027   0.11552027E-013  -0.26681190E-013
  -0.16250000E+001   0.13128418E-026   0.16947402E-013  -0.32025417E-013
  -0.16210938E+001   0.20357906E-026   0.24152023E-013  -0.38111290E-013
  -0.16171875E+001   0.31520359E-026   0.33662067E-013  -0.44932184E-013
  -0.16132812E+001   0.48728890E-026   0.46086649E-013  -0.52430047E-013
  -0.16093750E+001   0.75217554E-026   0.62167921E-013  -0.60472349E-013
  -0.16054688E+001   0.11592823E-025   0.82803201E-013  -0.68821894E-013
  -0.16015625E+001   0.17840069E-025   0.10906882E-012  -0.77097742E-013
  -0.15976562E+001   0.27412028E-025   0.14224513E-012  -0.84725156E-013
  -0.15937500E+001   0.42055532E-025   0.18384175E-012  -0.90872119E-013
  -0.15898438E+001   0.64423218E-025   0.23562174E-012  -0.94369551E-013
  -0.15859375E+001   0.98536927E-025   0.29962267E-012  -0.93611889E-013
  -0.15820312E+001   0.15048490E-024   0.37817195E-012  -0.86434248E-013
  -0.15781250E+001   0.22946908E-024   0.47389283E-012  -0.69961848E-013
  -0.15742188E+001   0.34937573E-024   0.58969602E-012  -0.40426942E-013
  -0.15703125E+001   0.53112728E-024   0.72875068E-012   0.70520022E-014
  -0.15664062E+001   0.80619816E-024   0.89442666E-012   0.78734462E-013
  -0.15625000E+001   0.12218624E-023   0.10901973E-011   0.18257124E-012
  -0.15585938E+001   0.18490138E-023   0.13194899E-011   0.32857298E-012
  -0.15546875E+001   0.27938000E-023   0.15854670E-011   0.52923952E-012
  -0.15507812E+001   0.42149049E-023   0.18907186E-011   0.80005511E-012
  -0.15468750E+001   0.63491790E-023   0.22368404E-011   0.11600535E-011
  -0.15429688E+001   0.95495890E-023   0.26238675E-011   0.16324547E-011
  -0.15390625E+001   0.14341320E-022   0.30495277E-011   0.22453731E-011
  -0.15351562E+001   0.21504575E-022   0.35082713E-011   0.30325908E-011
  -0.15312500E+001   0.32196594E-022   0.39900258E-011   0.40343882E-011
  -0.15273438E+001   0.48131159E-022   0.44786162E-011   0.52984107E-011
  -0.15234375E+001   0.71842266E-022   0.49497819E-011   0.68805469E-011
  -0.15195312E+001   0.10707080E-021   0.53687098E-011   0.88457762E-011
  -0.15156250E+001   0.15933068E-021   0.56869940E-011   0.11268930E-010
  -0.15117188E+001   0.23673641E-021   0.58389216E-011   0.14235287E-010
  -0.15078125E+001   0.35121095E-021   0.57369706E-011   0.17840911E-010
  -0.15039062E+001   0.52024552E-021   0.52664002E-011   0.22192579E-010
  -0.15000000E+001   0.76945986E-021   0.42788025E-011   0.27407147E-010
  -0.14960938E+001   0.11363207E-020   0.25844787E-011   0.33610135E-010
  -0.14921875E+001   0.16755337E-020  -0.56496473E-013   0.40933245E-010
  -0.14882812E+001   0.24668501E-020  -0.39446578E-011   0.49510501E-010
  -0.14843750E+001   0.36263495E-020  -0.94531006E-011   0.59472585E-010
  -0.14804688E+001   0.53227231E-020  -0.17041103E-010   0.70938874E-010
  -0.14765625E+001   0.78007329E-020  -0.27269483E-010   0.84006596E-010
  -0.14726562E+001   0.11414957E-019  -0.40817704E-010   0.98736375E-010
  -0.14687500E+001   0.16678249E-019  -0.58502671E-010   0.11513334E-009
  -0.14648438E+001   0.24331223E-019  -0.81299057E-010   0.13312282E-009
  -0.14609375E+001   0.35441717E-019  -0.11036085E-009   0.15251950E-009
  -0.14570312E+001   0.51546939E-019  -0.14704371E-009   0.17298869E-009
  -0.14531250E+001   0.74856297E-019  -0.19292732E-009   0.19399831E-009
  -0.14492188E+001   0.10854032E-018  -0.24983697E-009   0.21475990E-009
  -0.14453125E+001   0.15714161E-018  -0.31986284E-009   0.23415674E-009
  -0.14414062E+001   0.22715830E-018  -0.40537544E-009   0.25065725E-009
  -0.14375000E+001   0.32787125E-018  -0.50903485E-009   0.26221133E-009
  -0.14335938E+001   0.47251477E-018  -0.63379095E-009   0.26612743E-009
  -0.14296875E+001   0.67993087E-018  -0.78287111E-009   0.25892798E-009
  -0.14257812E+001   0.97690301E-018  -0.95975081E-009   0.23618083E-009
  -0.14218750E+001   0.14014430E-017  -0.11681019E-008   0.19230428E-009
  -0.14179688E+001   0.20074132E-017  -0.14117119E-008   0.12034381E-009
  -0.14140625E+001   0.28710147E-017  -0.16943664E-008   0.11718624E-010
  -0.14101562E+001   0.40998823E-017  -0.20196852E-008  -0.14406311E-009
  -0.14062500E+001   0.58458097E-017  -0.23909017E-008  -0.35972061E-009
  -0.14023438E+001   0.83225282E-017  -0.28105722E-008  -0.65054774E-009
  -0.13984375E+001   0.11830503E-016  -0.32802004E-008  -0.10347887E-008
  -0.13945312E+001   0.16791459E-016  -0.37997612E-008  -0.15340384E-008
  -0.13906250E+001   0.23796386E-016  -0.43671031E-008  -0.21736596E-008
  -0.13867188E+001   0.33672152E-016  -0.49772098E-008  -0.29832088E-008
  -0.13828125E+001   0.47573826E-016  -0.56212963E-008  -0.39968555E-008
  -0.13789062E+001   0.67112373E-016  -0.62857138E-008  -0.52537772E-008
  -0.13750000E+001   0.94531039E-016  -0.69506368E-008  -0.67985062E-008
  -0.13710938E+001   0.13294854E-015  -0.75885014E-008  -0.86811976E-008
  -0.13671875E+001   0.18669387E-015  -0.81621657E-008  -0.10957779E-007
  -0.13632812E+001   0.26176637E-015  -0.86227612E-008  -0.13689937E-007
  -0.13593750E+001   0.36646708E-015  -0.89072040E-008  -0.16944875E-007
  -0.13554688E+001   0.51226349E-015  -0.89353382E-008  -0.20794788E-007
  -0.13515625E+001   0.71497220E-015  -0.86066858E-008  -0.25315947E-007
  -0.13476562E+001   0.99637364E-015  -0.77967833E-008  -0.30587314E-007
  -0.13437500E+001   0.13864130E-014  -0.63530933E-008  -0.36688570E-007
  -0.13398438E+001   0.19261953E-014  -0.40904897E-008  -0.43697405E-007
  -0.13359375E+001   0.26720548E-014  -0.78633016E-009  -0.51685941E-007
  -0.13320312E+001   0.37010735E-014   0.38248522E-008  -0.60716093E-007
  -0.13281250E+001   0.51185550E-014   0.10056983E-007  -0.70833693E-007
  -0.13242188E+001   0.70681273E-014   0.18278320E-007  -0.82061138E-007
  -0.13203125E+001   0.97453775E-014   0.28917448E-007  -0.94388340E-007
  -0.13164062E+001   0.13416224E-013   0.42469231E-007  -0.10776172E-006
  -0.13125000E+001   0.18441627E-013   0.59500503E-007  -0.12207095E-006
  -0.13085938E+001   0.25310778E-013   0.80655230E-007  -0.13713319E-006
  -0.13046875E+001   0.34685590E-013   0.10665879E-006  -0.15267446E-006
  -0.13007812E+001   0.47460246E-013   0.13832097E-006  -0.16830792E-006
  -0.12968750E+001   0.64840777E-013   0.17653709E-006  -0.18350867E-006
  -0.12929688E+001   0.88451204E-013   0.22228681E-006  -0.19758486E-006
  -0.12890625E+001   0.12047491E-012   0.27662961E-006  -0.20964486E-006
  -0.12851562E+001   0.16384258E-012   0.34069639E-006  -0.21856018E-006
  -0.12812500E+001   0.22248170E-012   0.41567598E-006  -0.22292414E-006
  -0.12773438E+001   0.30164706E-012   0.50279553E-006  -0.22100616E-006
  -0.12734375E+001   0.40835816E-012   0.60329341E-006  -0.21070175E-006
  -0.12695312E+001   0.55197664E-012   0.71838328E-006  -0.18947849E-006
  -0.12656250E+001   0.74496775E-012   0.84920764E-006  -0.15431829E-006
