# Jmax  =         2048
# Nmax  =          100
# N1max =           50
# L     =    0.40000000E+001
# sig   =    0.10000000E+000
# k0    =    0.20000000E+002
# x0    =   -0.50000000E+000
# dt    =    0.10000000E-004
#
# x              r(j)               real              aimag
  -0.12617188E+001   0.10039026E-011   0.99677906E-006  -0.10165667E-006
  -0.12578125E+001   0.13507749E-011   0.11619073E-005  -0.27320045E-007
  -0.12539062E+001   0.18147287E-011   0.13451100E-005   0.73537969E-007
  -0.12500000E+001   0.24343205E-011   0.15465053E-005   0.20649929E-006
  -0.12460938E+001   0.32604769E-011   0.17656832E-005   0.37794131E-006
  -0.12421875E+001   0.43603547E-011   0.20015547E-005   0.59509126E-006
  -0.12382812E+001   0.58223704E-011   0.22521744E-005   0.86607201E-006
  -0.12343750E+001   0.77627422E-011   0.25145372E-005   0.11999354E-005
  -0.12304688E+001   0.10333985E-010   0.27843436E-005   0.16066783E-005
  -0.12265625E+001   0.13735921E-010   0.30557351E-005   0.20972372E-005
  -0.12226562E+001   0.18229933E-010   0.33209954E-005   0.26834534E-005
  -0.12187500E+001   0.24157371E-010   0.35702190E-005   0.33780035E-005
  -0.12148438E+001   0.31963299E-010   0.37909446E-005   0.41942863E-005
  -0.12109375E+001   0.42227059E-010   0.39677559E-005   0.51462581E-005
  -0.12070312E+001   0.55701565E-010   0.40818500E-005   0.62482050E-005
  -0.12031250E+001   0.73363710E-010   0.41105771E-005   0.75144438E-005
  -0.11992188E+001   0.96478932E-010   0.40269566E-005   0.89589370E-005
  -0.11953125E+001   0.12668378E-009   0.37991737E-005   0.10594813E-004
  -0.11914062E+001   0.16609129E-009   0.33900680E-005   0.12433774E-004
  -0.11875000E+001   0.21742526E-009   0.27566226E-005   0.14485382E-004
  -0.11835938E+001   0.28419111E-009   0.18494679E-005   0.16756210E-004
  -0.11796875E+001   0.37089270E-009   0.61241759E-006   0.19248835E-004
  -0.11757812E+001   0.48330735E-009  -0.10179443E-005   0.21960673E-004
  -0.11718750E+001   0.62883374E-009  -0.31126013E-005   0.24882634E-004
  -0.11679688E+001   0.81693140E-009  -0.57503391E-005   0.27997589E-004
  -0.11640625E+001   0.10596749E-008  -0.90178461E-005   0.31278641E-004
  -0.11601562E+001   0.13724517E-008  -0.13009643E-004   0.34687186E-004
  -0.11562500E+001   0.17748382E-008  -0.17827799E-004   0.38170772E-004
  -0.11523438E+001   0.22917002E-008  -0.23581396E-004   0.41660749E-004
  -0.11484375E+001   0.29545691E-008  -0.30385679E-004   0.45069720E-004
  -0.11445312E+001   0.38033634E-008  -0.38360854E-004   0.48288801E-004
  -0.11406250E+001   0.48885360E-008  -0.47630459E-004   0.51184718E-004
  -0.11367188E+001   0.62737488E-008  -0.58319257E-004   0.53596764E-004
  -0.11328125E+001   0.80391985E-008  -0.70550589E-004   0.55333651E-004
  -0.11289062E+001   0.10285744E-007  -0.84443108E-004   0.56170324E-004
  -0.11250000E+001   0.13140018E-007  -0.10010684E-003   0.55844775E-004
  -0.11210938E+001   0.16760754E-007  -0.11763850E-003   0.54054952E-004
  -0.11171875E+001   0.21346587E-007  -0.13711599E-003   0.50455853E-004
  -0.11132812E+001   0.27145677E-007  -0.15859205E-003   0.44656896E-004
  -0.11093750E+001   0.34467535E-007  -0.18208698E-003   0.36219709E-004
  -0.11054688E+001   0.43697550E-007  -0.20758037E-003   0.24656470E-004
  -0.11015625E+001   0.55314790E-007  -0.23500188E-003   0.94289652E-005
  -0.10976562E+001   0.69913778E-007  -0.26422102E-003  -0.10051472E-004
  -0.10937500E+001   0.88231079E-007  -0.29503583E-003  -0.34422925E-004
  -0.10898438E+001   0.11117771E-006  -0.32716073E-003  -0.64370559E-004
  -0.10859375E+001   0.13987857E-006  -0.36021331E-003  -0.10062276E-003
  -0.10820312E+001   0.17572031E-006  -0.39370040E-003  -0.14394551E-003
  -0.10781250E+001   0.22040938E-006  -0.42700331E-003  -0.19513469E-003
  -0.10742188E+001   0.27604220E-006  -0.45936265E-003  -0.25500618E-003
  -0.10703125E+001   0.34519001E-006  -0.48986271E-003  -0.32438332E-003
  -0.10664062E+001   0.43100099E-006  -0.51741576E-003  -0.40408159E-003
  -0.10625000E+001   0.53732327E-006  -0.54074665E-003  -0.49489021E-003
  -0.10585938E+001   0.66885247E-006  -0.55837793E-003  -0.59755047E-003
  -0.10546875E+001   0.83130875E-006  -0.56861598E-003  -0.71273040E-003
  -0.10507812E+001   0.10316483E-005  -0.56953866E-003  -0.84099587E-003
  -0.10468750E+001   0.12783163E-005  -0.55898501E-003  -0.98277774E-003
  -0.10429688E+001   0.15815477E-005  -0.53454759E-003  -0.11383350E-002
  -0.10390625E+001   0.19537257E-005  -0.49356811E-003  -0.13077141E-002
  -0.10351562E+001   0.24098067E-005  -0.43313714E-003  -0.14907042E-002
  -0.10312500E+001   0.29678239E-005  -0.35009860E-003  -0.16867883E-002
  -0.10273438E+001   0.36494833E-005  -0.24105992E-003  -0.18950919E-002
  -0.10234375E+001   0.44808658E-005  -0.10240864E-003  -0.21143269E-002
  -0.10195312E+001   0.54932559E-005   0.69663559E-004  -0.23427341E-002
  -0.10156250E+001   0.67241134E-005   0.27912866E-003  -0.25780226E-002
  -0.10117188E+001   0.82182161E-005   0.53008092E-003  -0.28173091E-002
  -0.10078125E+001   0.10028995E-004   0.82668553E-003  -0.30570551E-002
  -0.10039062E+001   0.12220094E-004   0.11731165E-002  -0.32930066E-002
  -0.10000000E+001   0.14867195E-004   0.15734829E-002  -0.35201345E-002
  -0.99609375E+000   0.18060129E-004   0.20317434E-002  -0.37325792E-002
  -0.99218750E+000   0.21905338E-004   0.25516074E-002  -0.39236001E-002
  -0.98828125E+000   0.26528726E-004   0.31364241E-002  -0.40855318E-002
  -0.98437500E+000   0.32078951E-004   0.37890578E-002  -0.42097497E-002
  -0.98046875E+000   0.38731225E-004   0.45117502E-002  -0.42866462E-002
  -0.97656250E+000   0.46691694E-004   0.53059707E-002  -0.43056207E-002
  -0.97265625E+000   0.56202463E-004   0.61722536E-002  -0.42550851E-002
  -0.96875000E+000   0.67547361E-004   0.71100253E-002  -0.41224872E-002
  -0.96484375E+000   0.81058533E-004   0.81174211E-002  -0.38943558E-002
  -0.96093750E+000   0.97123967E-004   0.91910943E-002  -0.35563679E-002
  -0.95703125E+000   0.11619606E-003   0.10326019E-001  -0.30934424E-002
  -0.95312500E+000   0.13880136E-003   0.11515292E-001  -0.24898619E-002
  -0.94921875E+000   0.16555159E-003   0.12749929E-001  -0.17294244E-002
  -0.94531250E+000   0.19715614E-003   0.14018670E-001  -0.79562821E-003
  -0.94140625E+000   0.23443614E-003   0.15307792E-001   0.32811032E-003
  -0.93750000E+000   0.27834034E-003   0.16600925E-001   0.16582024E-002
  -0.93359375E+000   0.32996286E-003   0.17878896E-001   0.32105968E-002
  -0.92968750E+000   0.39056317E-003   0.19119588E-001   0.50004536E-002
  -0.92578125E+000   0.46158835E-003   0.20297824E-001   0.70417806E-002
  -0.92187500E+000   0.54469790E-003   0.21385295E-001   0.93470352E-002
  -0.91796875E+000   0.64179139E-003   0.22350512E-001   0.11926693E-001
  -0.91406250E+000   0.75503901E-003   0.23158819E-001   0.14788783E-001
  -0.91015625E+000   0.88691544E-003   0.23772446E-001   0.17938401E-001
  -0.90625000E+000   0.10402371E-002   0.24150629E-001   0.21377191E-001
  -0.90234375E+000   0.12182034E-002   0.24249783E-001   0.25102817E-001
  -0.89843750E+000   0.14244414E-002   0.24023763E-001   0.29108423E-001
  -0.89453125E+000   0.16630553E-002   0.23424177E-001   0.33382080E-001
  -0.89062500E+000   0.19386800E-002   0.22400798E-001   0.37906255E-001
  -0.88671875E+000   0.22565391E-002   0.20902053E-001   0.42657277E-001
  -0.88281250E+000   0.26225086E-002   0.18875589E-001   0.47604839E-001
  -0.87890625E+000   0.30431846E-002   0.16268945E-001   0.52711536E-001
  -0.87500000E+000   0.35259568E-002   0.13030294E-001   0.57932446E-001
  -0.87109375E+000   0.40790873E-002   0.91092860E-002   0.63214779E-001
  -0.86718750E+000   0.47117945E-002   0.44579649E-002   0.68497599E-001
  -0.86328125E+000   0.54343423E-002  -0.96822811E-003   0.73711633E-001
  -0.85937500E+000   0.62581356E-002  -0.72093818E-002   0.78779187E-001
  -0.85546875E+000   0.71958195E-002  -0.14299976E-001   0.83614174E-001
  -0.85156250E+000   0.82613852E-002  -0.22267690E-001   0.88122274E-001
  -0.84765625E+000   0.94702796E-002  -0.31132167E-001   0.92201235E-001
  -0.84375000E+000   0.10839520E-001  -0.40903755E-001   0.95741333E-001
  -0.83984375E+000   0.12387812E-001  -0.51582238E-001   0.98625986E-001
  -0.83593750E+000   0.14135674E-001  -0.63155573E-001   0.10073255E+000
  -0.83203125E+000   0.16105556E-001  -0.75598664E-001   0.10193330E+000
  -0.82812500E+000   0.18321973E-001  -0.88872181E-001   0.10209656E+000
  -0.82421875E+000   0.20811630E-001  -0.10292146E+000   0.10108809E+000
  -0.82031250E+000   0.23603546E-001  -0.11767551E+000   0.98772569E-001
  -0.81640625E+000   0.26729186E-001  -0.13304614E+000   0.95015324E-001
  -0.81250000E+000   0.30222580E-001  -0.14892724E+000   0.89684216E-001
  -0.80859375E+000   0.34120443E-001  -0.16519426E+000   0.82651677E-001
  -0.80468750E+000   0.38462287E-001  -0.18170389E+000   0.73796898E-001
  -0.80078125E+000   0.43290526E-001  -0.19829397E+000   0.63008154E-001
  -0.79687500E+000   0.48650572E-001  -0.21478365E+000   0.50185219E-001
  -0.79296875E+000   0.54590912E-001  -0.23097386E+000   0.35241877E-001
  -0.78906250E+000   0.61163181E-001  -0.24664806E+000   0.18108462E-001
  -0.78515625E+000   0.68422211E-001  -0.26157333E+000  -0.12655718E-002
  -0.78125000E+000   0.76426058E-001  -0.27550178E+000  -0.22909113E-001
  -0.77734375E+000   0.85236015E-001  -0.28817227E+000  -0.46826918E-001
  -0.77343750E+000   0.94916591E-001  -0.29931253E+000  -0.72997244E-001
  -0.76953125E+000   0.10553547E+000  -0.30864165E+000  -0.10136963E+000
  -0.76562500E+000   0.11716343E+000  -0.31587277E+000  -0.13186290E+000
  -0.76171875E+000   0.12987424E+000  -0.32071628E+000  -0.16436335E+000
  -0.75781250E+000   0.14374452E+000  -0.32288321E+000  -0.19872331E+000
  -0.75390625E+000   0.15885354E+000  -0.32208893E+000  -0.23476001E+000
  -0.75000000E+000   0.17528300E+000  -0.31805712E+000  -0.27225480E+000
  -0.74609375E+000   0.19311679E+000  -0.31052395E+000  -0.31095284E+000
  -0.74218750E+000   0.21244063E+000  -0.29924244E+000  -0.35056325E+000
  -0.73828125E+000   0.23334175E+000  -0.28398690E+000  -0.39075977E+000
  -0.73437500E+000   0.25590846E+000  -0.26455748E+000  -0.43118186E+000
  -0.73046875E+000   0.28022969E+000  -0.24078472E+000  -0.47143654E+000
  -0.72656250E+000   0.30639451E+000  -0.21253399E+000  -0.51110059E+000
  -0.72265625E+000   0.33449153E+000  -0.17970986E+000  -0.54972347E+000
  -0.71875000E+000   0.36460833E+000  -0.14226022E+000  -0.58683078E+000
  -0.71484375E+000   0.39683080E+000  -0.10018016E+000  -0.62192824E+000
  -0.71093750E+000   0.43124242E+000  -0.53515409E-001  -0.65450632E+000
  -0.70703125E+000   0.46792354E+000  -0.23654783E-002  -0.68404528E+000
  -0.70312500E+000   0.50695060E+000   0.53113823E-001  -0.71002079E+000
  -0.69921875E+000   0.54839527E+000   0.11270837E+000  -0.73190989E+000
  -0.69531250E+000   0.59232366E+000   0.17614440E+000  -0.74919744E+000
  -0.69140625E+000   0.63879540E+000   0.24308779E+000  -0.76138277E+000
  -0.68750000E+000   0.68786276E+000   0.31314424E+000  -0.76798661E+000
  -0.68359375E+000   0.73956974E+000   0.38586011E+000  -0.76855821E+000
  -0.67968750E+000   0.79395117E+000   0.46072414E+000  -0.76268239E+000
  -0.67578125E+000   0.85103176E+000   0.53717004E+000  -0.74998674E+000
  -0.67187500E+000   0.91082525E+000   0.61457995E+000  -0.73014843E+000
  -0.66796875E+000   0.97333351E+000   0.69228870E+000  -0.70290103E+000
  -0.66406250E+000   0.10385457E+001   0.76958902E+000  -0.66804074E+000
  -0.66015625E+000   0.11064374E+001   0.84573747E+000  -0.62543230E+000
  -0.65625000E+000   0.11769701E+001   0.91996126E+000  -0.57501426E+000
  -0.65234375E+000   0.12500901E+001   0.99146568E+000  -0.51680357E+000
  -0.64843750E+000   0.13257283E+001   0.10594423E+001  -0.45089945E+000
  -0.64453125E+000   0.14037994E+001   0.11230777E+001  -0.37748629E+000
  -0.64062500E+000   0.14842017E+001   0.11815626E+001  -0.29683570E+000
  -0.63671875E+000   0.15668163E+001   0.12341016E+001  -0.20930746E+000
  -0.63281250E+000   0.16515076E+001   0.12799227E+001  -0.11534944E+000
  -0.62890625E+000   0.17381225E+001   0.13182877E+001  -0.15496375E-001
  -0.62500000E+000   0.18264909E+001   0.13485017E+001   0.89632538E-001
  -0.62109375E+000   0.19164255E+001   0.13699234E+001   0.19933718E+000
  -0.61718750E+000   0.20077226E+001   0.13819743E+001   0.31284126E+000
  -0.61328125E+000   0.21001620E+001   0.13841478E+001   0.42929814E+000
  -0.60937500E+000   0.21935079E+001   0.13760179E+001   0.54779790E+000
  -0.60546875E+000   0.22875096E+001   0.13572471E+001   0.66737531E+000
  -0.60156250E+000   0.23819024E+001   0.13275932E+001   0.78701887E+000
  -0.59765625E+000   0.24764087E+001   0.12869153E+001   0.90568073E+000
  -0.59375000E+000   0.25707391E+001   0.12351792E+001   0.10222874E+001
  -0.58984375E+000   0.26645937E+001   0.11724605E+001   0.11357509E+001
  -0.58593750E+000   0.27576638E+001   0.10989476E+001   0.12449811E+001
  -0.58203125E+000   0.28496331E+001   0.10149429E+001   0.13488974E+001
  -0.57812500E+000   0.29401799E+001   0.92086211E+000   0.14464415E+001
  -0.57421875E+000   0.30289784E+001   0.81723322E+000   0.15365898E+001
  -0.57031250E+000   0.31157010E+001   0.70469293E+000   0.16183661E+001
  -0.56640625E+000   0.32000200E+001   0.58398238E+000   0.16908532E+001
  -0.56250000E+000   0.32816097E+001   0.45594118E+000   0.17532049E+001
  -0.55859375E+000   0.33601485E+001   0.32150015E+000   0.18046568E+001
  -0.55468750E+000   0.34353212E+001   0.18167278E+000   0.18445369E+001
  -0.55078125E+000   0.35068205E+001   0.37545464E-001   0.18722742E+001
  -0.54687500E+000   0.35743498E+001  -0.10973326E+000   0.18874078E+001
  -0.54296875E+000   0.36376246E+001  -0.25896450E+000   0.18895931E+001
  -0.53906250E+000   0.36963750E+001  -0.40891159E+000   0.18786076E+001
  -0.53515625E+000   0.37503474E+001  -0.55831327E+000   0.18543553E+001
  -0.53125000E+000   0.37993061E+001  -0.70589740E+000   0.18168695E+001
  -0.52734375E+000   0.38430354E+001  -0.85039496E+000   0.17663136E+001
  -0.52343750E+000   0.38813411E+001  -0.99055410E+000   0.17029808E+001
  -0.51953125E+000   0.39140517E+001  -0.11251542E+001   0.16272921E+001
  -0.51562500E+000   0.39410198E+001  -0.12530197E+001   0.15397927E+001
  -0.51171875E+000   0.39621234E+001  -0.13730332E+001   0.14411465E+001
  -0.50781250E+000   0.39772666E+001  -0.14841483E+001   0.13321300E+001
  -0.50390625E+000   0.39863803E+001  -0.15854015E+001   0.12136236E+001
  -0.50000000E+000   0.39894228E+001  -0.16759228E+001   0.10866027E+001
  -0.49609375E+000   0.39863803E+001  -0.17549458E+001   0.95212675E+000
  -0.49218750E+000   0.39772666E+001  -0.18218161E+001   0.81132783E+000
  -0.48828125E+000   0.39621234E+001  -0.18759981E+001   0.66539812E+000
  -0.48437500E+000   0.39410198E+001  -0.19170813E+001   0.51557664E+000
  -0.48046875E+000   0.39140517E+001  -0.19447839E+001   0.36313549E+000
  -0.47656250E+000   0.38813411E+001  -0.19589556E+001   0.20936574E+000
  -0.47265625E+000   0.38430354E+001  -0.19595786E+001   0.55563134E-001
  -0.46875000E+000   0.37993061E+001  -0.19467665E+001  -0.96986184E-001
  -0.46484375E+000   0.37503474E+001  -0.19207625E+001  -0.24701970E+000
  -0.46093750E+000   0.36963750E+001  -0.18819353E+001  -0.39331215E+000
  -0.45703125E+000   0.36376246E+001  -0.18307738E+001  -0.53468863E+000
  -0.45312500E+000   0.35743498E+001  -0.17678802E+001  -0.67003683E+000
  -0.44921875E+000   0.35068205E+001  -0.16939623E+001  -0.79831849E+000
  -0.44531250E+000   0.34353212E+001  -0.16098238E+001  -0.91857970E+000
  -0.44140625E+000   0.33601485E+001  -0.15163544E+001  -0.10299601E+001
  -0.43750000E+000   0.32816097E+001  -0.14145186E+001  -0.11317008E+001
  -0.43359375E+000   0.32000200E+001  -0.13053437E+001  -0.12231508E+001
  -0.42968750E+000   0.31157010E+001  -0.11899071E+001  -0.13037722E+001
  -0.42578125E+000   0.30289784E+001  -0.10693242E+001  -0.13731439E+001
  -0.42187500E+000   0.29401799E+001  -0.94473455E+000  -0.14309635E+001
  -0.41796875E+000   0.28496331E+001  -0.81728948E+000  -0.14770481E+001
  -0.41406250E+000   0.27576638E+001  -0.68813878E+000  -0.15113334E+001
  -0.41015625E+000   0.26645937E+001  -0.55841833E+000  -0.15338718E+001
  -0.40625000E+000   0.25707391E+001  -0.42923792E+000  -0.15448281E+001
  -0.40234375E+000   0.24764087E+001  -0.30166985E+000  -0.15444753E+001
  -0.39843750E+000   0.23819024E+001  -0.17673817E+000  -0.15331882E+001
  -0.39453125E+000   0.22875096E+001  -0.55408912E-001  -0.15114362E+001
  -0.39062500E+000   0.21935079E+001   0.61418739E-001  -0.14797755E+001
  -0.38671875E+000   0.21001620E+001   0.17292018E+000  -0.14388400E+001
  -0.38281250E+000   0.20077226E+001   0.27835198E+000  -0.13893318E+001
  -0.37890625E+000   0.19164255E+001   0.37705725E+000  -0.13320110E+001
  -0.37500000E+000   0.18264909E+001   0.46846976E+000  -0.12676857E+001
  -0.37109375E+000   0.17381225E+001   0.55211689E+000  -0.11972007E+001
  -0.36718750E+000   0.16515076E+001   0.62762121E+000  -0.11214273E+001
  -0.36328125E+000   0.15668163E+001   0.69470097E+000  -0.10412526E+001
  -0.35937500E+000   0.14842017E+001   0.75316925E+000  -0.95756866E+000
  -0.35546875E+000   0.14037994E+001   0.80293219E+000  -0.87126308E+000
  -0.35156250E+000   0.13257283E+001   0.84398592E+000  -0.78320885E+000
  -0.34765625E+000   0.12500901E+001   0.87641273E+000  -0.69425562E+000
  -0.34375000E+000   0.11769701E+001   0.90037622E+000  -0.60522126E+000
  -0.33984375E+000   0.11064374E+001   0.91611574E+000  -0.51688431E+000
  -0.33593750E+000   0.10385457E+001   0.92394010E+000  -0.42997720E+000
  -0.33203125E+000   0.97333351E+000   0.92422076E+000  -0.34518038E+000
  -0.32812500E+000   0.91082525E+000   0.91738460E+000  -0.26311737E+000
  -0.32421875E+000   0.85103176E+000   0.90390629E+000  -0.18435071E+000
  -0.32031250E+000   0.79395117E+000   0.88430053E+000  -0.10937891E+000
  -0.31640625E+000   0.73956974E+000   0.85911415E+000  -0.38634338E-001
  -0.31250000E+000   0.68786276E+000   0.82891828E+000   0.27518010E-001
  -0.30859375E+000   0.63879540E+000   0.79430055E+000   0.88780806E-001
  -0.30468750E+000   0.59232366E+000   0.75585762E+000   0.14492385E+000
  -0.30078125E+000   0.54839527E+000   0.71418793E+000   0.19578272E+000
  -0.29687500E+000   0.50695060E+000   0.66988490E+000   0.24125673E+000
  -0.29296875E+000   0.46792354E+000   0.62353058E+000   0.28130616E+000
  -0.28906250E+000   0.43124242E+000   0.57568976E+000   0.31594893E+000
  -0.28515625E+000   0.39683080E+000   0.52690471E+000   0.34525676E+000
  -0.28125000E+000   0.36460833E+000   0.47769052E+000   0.36935091E+000
  -0.27734375E+000   0.33449153E+000   0.42853106E+000   0.38839755E+000
  -0.27343750E+000   0.30639451E+000   0.37987555E+000   0.40260288E+000
  -0.26953125E+000   0.28022969E+000   0.33213583E+000   0.41220806E+000
  -0.26562500E+000   0.25590846E+000   0.28568427E+000   0.41748408E+000
  -0.26171875E+000   0.23334175E+000   0.24085231E+000   0.41872654E+000
  -0.25781250E+000   0.21244063E+000   0.19792959E+000   0.41625054E+000
  -0.25390625E+000   0.19311679E+000   0.15716366E+000   0.41038564E+000
  -0.25000000E+000   0.17528300E+000   0.11876032E+000   0.40147104E+000
  -0.24609375E+000   0.15885354E+000   0.82884320E-001   0.38985091E+000
  -0.24218750E+000   0.14374452E+000   0.49660654E-001   0.37587011E+000
  -0.23828125E+000   0.12987424E+000   0.19176173E-001   0.35987014E+000
  -0.23437500E+000   0.11716343E+000  -0.85184054E-002   0.34218543E+000
  -0.23046875E+000   0.10553547E+000  -0.33406195E-001   0.32314006E+000
  -0.22656250E+000   0.94916591E-001  -0.55501589E-001   0.30304482E+000
  -0.22265625E+000   0.85236015E-001  -0.74847520E-001   0.28219473E+000
  -0.21875000E+000   0.76426058E-001  -0.91512569E-001   0.26086684E+000
  -0.21484375E+000   0.68422211E-001  -0.10558799E+000   0.23931859E+000
  -0.21093750E+000   0.61163181E-001  -0.11718468E+000   0.21778644E+000
  -0.20703125E+000   0.54590912E-001  -0.12643019E+000   0.19648491E+000
  -0.20312500E+000   0.48650572E-001  -0.13346571E+000   0.17560602E+000
  -0.19921875E+000   0.43290526E-001  -0.13844321E+000   0.15531904E+000
  -0.19531250E+000   0.38462287E-001  -0.14152263E+000   0.13577052E+000
  -0.19140625E+000   0.34120443E-001  -0.14286927E+000   0.11708465E+000
  -0.18750000E+000   0.30222580E-001  -0.14265131E+000   0.99363893E-001
  -0.18359375E+000   0.26729186E-001  -0.14103753E+000   0.82689789E-001
  -0.17968750E+000   0.23603546E-001  -0.13819521E+000   0.67123984E-001
  -0.17578125E+000   0.20811630E-001  -0.13428830E+000   0.52709421E-001
  -0.17187500E+000   0.18321973E-001  -0.12947572E+000   0.39471659E-001
  -0.16796875E+000   0.16105556E-001  -0.12390998E+000   0.27420290E-001
  -0.16406250E+000   0.14135674E-001  -0.11773596E+000   0.16550433E-001
  -0.16015625E+000   0.12387812E-001  -0.11108991E+000   0.68442631E-002
  -0.15625000E+000   0.10839520E-001  -0.10409868E+000  -0.17274319E-002
  -0.15234375E+000   0.94702796E-002  -0.96879159E-001  -0.92037065E-002
  -0.14843750E+000   0.82613852E-002  -0.89537856E-001  -0.15631937E-001
  -0.14453125E+000   0.71958195E-002  -0.82170727E-001  -0.21066349E-001
  -0.14062500E+000   0.62581356E-002  -0.74863104E-001  -0.25566602E-001
  -0.13671875E+000   0.54343423E-002  -0.67689802E-001  -0.29196456E-001
  -0.13281250E+000   0.47117945E-002  -0.60715342E-001  -0.32022519E-001
  -0.12890625E+000   0.40790873E-002  -0.53994296E-001  -0.34113097E-001
  -0.12500000E+000   0.35259568E-002  -0.47571722E-001  -0.35537137E-001
  -0.12109375E+000   0.30431846E-002  -0.41483682E-001  -0.36363288E-001
  -0.11718750E+000   0.26225086E-002  -0.35757823E-001  -0.36659060E-001
  -0.11328125E+000   0.22565391E-002  -0.30414006E-001  -0.36490099E-001
  -0.10937500E+000   0.19386800E-002  -0.25464972E-001  -0.35919565E-001
  -0.10546875E+000   0.16630553E-002  -0.20917026E-001  -0.35007619E-001
  -0.10156250E+000   0.14244414E-002  -0.16770730E-001  -0.33811005E-001
  -0.97656250E-001   0.12182034E-002  -0.13021596E-001  -0.32382734E-001
  -0.93750000E-001   0.10402371E-002  -0.96607666E-002  -0.30771850E-001
  -0.89843750E-001   0.88691544E-003  -0.66756691E-002  -0.29023282E-001
  -0.85937500E-001   0.75503901E-003  -0.40506509E-002  -0.27177771E-001
  -0.82031250E-001   0.64179139E-003  -0.17675745E-002  -0.25271863E-001
  -0.78125000E-001   0.54469790E-003   0.19362379E-003  -0.23337961E-001
  -0.74218750E-001   0.46158835E-003   0.18544179E-002  -0.21404427E-001
  -0.70312500E-001   0.39056317E-003   0.32372205E-002  -0.19495732E-001
  -0.66406250E-001   0.32996286E-003   0.43649577E-002  -0.17632640E-001
  -0.62500000E-001   0.27834034E-003   0.52606917E-002  -0.15832418E-001
  -0.58593750E-001   0.23443614E-003   0.59472884E-002  -0.14109072E-001
  -0.54687500E-001   0.19715614E-003   0.64471328E-002  -0.12473597E-001
  -0.50781250E-001   0.16555159E-003   0.67818870E-002  -0.10934240E-001
  -0.46875000E-001   0.13880136E-003   0.69722916E-002  -0.94967630E-002
  -0.42968750E-001   0.11619606E-003   0.70380068E-002  -0.81647119E-002
  -0.39062500E-001   0.97123967E-004   0.69974899E-002  -0.69396759E-002
  -0.35156250E-001   0.81058533E-004   0.68679076E-002  -0.58215443E-002
  -0.31250000E-001   0.67547361E-004   0.66650789E-002  -0.48087507E-002
  -0.27343750E-001   0.56202463E-004   0.64034457E-002  -0.38985057E-002
  -0.23437500E-001   0.46691694E-004   0.60960674E-002  -0.30870141E-002
  -0.19531250E-001   0.38731225E-004   0.57546376E-002  -0.23696775E-002
  -0.15625000E-001   0.32078951E-004   0.53895175E-002  -0.17412790E-002
  -0.11718750E-001   0.26528726E-004   0.50097853E-002  -0.11961512E-002
  -0.78125000E-002   0.21905338E-004   0.46232973E-002  -0.72832701E-003
  -0.39062500E-002   0.18060129E-004   0.42367585E-002  -0.33167182E-003
   0.00000000E+000   0.14867195E-004   0.38558002E-002   0.00000000E+000
   0.39062500E-002   0.12220094E-004   0.34850625E-002   0.27282580E-003
   0.78125000E-002   0.10028995E-004   0.31282794E-002   0.49281071E-003
   0.11718750E-001   0.82182161E-005   0.27883654E-002   0.66575843E-003
   0.15625000E-001   0.67241134E-005   0.24675009E-002   0.79721560E-003
   0.19531250E-001   0.54932559E-005   0.21672164E-002   0.89242873E-003
   0.23437500E-001   0.44808658E-005   0.18884736E-002   0.95631237E-003
   0.27343750E-001   0.36494833E-005   0.16317429E-002   0.99342752E-003
   0.31250000E-001   0.29678239E-005   0.13970764E-002   0.10079689E-002
   0.35156250E-001   0.24098067E-005   0.11841758E-002   0.10037601E-002
   0.39062500E-001   0.19537257E-005   0.99245511E-003   0.98425534E-003
   0.42968750E-001   0.15815477E-005   0.82109826E-003   0.95254678E-003
   0.46875000E-001   0.12783163E-005   0.66911051E-003   0.91137668E-003
   0.50781250E-001   0.10316483E-005   0.53536468E-003   0.86315294E-003
   0.54687500E-001   0.83130875E-006   0.41864185E-003   0.80996775E-003
   0.58593750E-001   0.66885247E-006   0.31766684E-003   0.75361811E-003
   0.62500000E-001   0.53732327E-006   0.23113866E-003   0.69562791E-003
   0.66406250E-001   0.43100099E-006   0.15775628E-003   0.63727070E-003
   0.70312500E-001   0.34519001E-006   0.96240028E-004   0.57959284E-003
   0.74218750E-001   0.27604220E-006   0.45349023E-004   0.52343640E-003
   0.78125000E-001   0.22040938E-006   0.38948963E-005   0.46946161E-003
   0.82031250E-001   0.17572031E-006  -0.29247704E-004   0.41816849E-003
   0.85937500E-001   0.13987857E-006  -0.55133519E-004   0.36991738E-003
   0.89843750E-001   0.11117771E-006  -0.74741629E-004   0.32494830E-003
   0.93750000E-001   0.88231079E-007  -0.88972584E-004   0.28339894E-003
   0.97656250E-001   0.69913778E-007  -0.98647414E-004   0.24532115E-003
   0.10156250E+000   0.55314790E-007  -0.10450818E-003   0.21069606E-003
   0.10546875E+000   0.43697550E-007  -0.10721983E-003   0.17944765E-003
   0.10937500E+000   0.34467535E-007  -0.10737304E-003   0.15145483E-003
   0.11328125E+000   0.27145677E-007  -0.10548787E-003   0.12656218E-003
   0.11718750E+000   0.21346587E-007  -0.10201801E-003   0.10458926E-003
   0.12109375E+000   0.16760754E-007  -0.97355373E-004   0.85338651E-004
   0.12500000E+000   0.13140018E-007  -0.91835027E-004   0.68602813E-004
   0.12890625E+000   0.10285744E-007  -0.85740148E-004   0.54169832E-004
