# Jmax  =         2048
# Nmax  =          100
# N1max =           50
# L     =    0.40000000E+001
# sig   =    0.10000000E+000
# k0    =    0.20000000E+002
# x0    =   -0.50000000E+000
# dt    =    0.10000000E-004
#
# x              r(j)               real              aimag
  -0.26250000E+001   0.79258817E-029  -0.42227506E-015   0.27834449E-014
  -0.26210938E+001   0.10198660E-028   0.26955282E-015   0.31821378E-014
  -0.26171875E+001   0.94654539E-029   0.53237953E-016   0.30761371E-014
  -0.26132812E+001   0.95055468E-029  -0.56716141E-015   0.30304908E-014
  -0.26093750E+001   0.10655241E-028  -0.80942006E-015   0.31622903E-014
  -0.26054688E+001   0.10912268E-028  -0.49506696E-015   0.32660644E-014
  -0.26015625E+001   0.11886634E-028   0.13388962E-015   0.34450991E-014
  -0.25976562E+001   0.16843157E-028   0.86847297E-015   0.40110986E-014
  -0.25937500E+001   0.26603811E-028   0.17111837E-014   0.48657643E-014
  -0.25898438E+001   0.36945932E-028   0.28346797E-014   0.53768507E-014
  -0.25859375E+001   0.43429602E-028   0.41836880E-014   0.50917931E-014
  -0.25820312E+001   0.47217944E-028   0.52689120E-014   0.44109535E-014
  -0.25781250E+001   0.50763110E-028   0.58512517E-014   0.40652138E-014
  -0.25742188E+001   0.57910031E-028   0.64860391E-014   0.39801166E-014
  -0.25703125E+001   0.72027656E-028   0.77699080E-014   0.34141156E-014
  -0.25664062E+001   0.94688589E-028   0.94707569E-014   0.22345812E-014
  -0.25625000E+001   0.12038258E-027   0.10918166E-013   0.10845465E-014
  -0.25585938E+001   0.13840094E-027   0.11763109E-013   0.17381396E-015
  -0.25546875E+001   0.14615452E-027   0.12040503E-013  -0.10866496E-014
  -0.25507812E+001   0.15454162E-027   0.12046937E-013  -0.30680481E-014
  -0.25468750E+001   0.18107050E-027   0.12311877E-013  -0.54303032E-014
  -0.25429688E+001   0.23352041E-027   0.13115189E-013  -0.78429736E-014
  -0.25390625E+001   0.30428046E-027   0.13949757E-013  -0.10473049E-013
  -0.25351562E+001   0.37577161E-027   0.13948997E-013  -0.13460947E-013
  -0.25312500E+001   0.43513686E-027   0.12887269E-013  -0.16402901E-013
  -0.25273438E+001   0.48221732E-027   0.11335433E-013  -0.18807586E-013
  -0.25234375E+001   0.53234204E-027   0.97400151E-014  -0.20915883E-013
  -0.25195312E+001   0.61495367E-027   0.77679168E-014  -0.23550226E-013
  -0.25156250E+001   0.75317332E-027   0.48591813E-014  -0.27010399E-013
  -0.25117188E+001   0.93617908E-027   0.10873938E-014  -0.30577715E-013
  -0.25078125E+001   0.11219845E-026  -0.30362697E-014  -0.33358141E-013
  -0.25039062E+001   0.12946317E-026  -0.74192427E-014  -0.35207763E-013
  -0.25000000E+001   0.14906524E-026  -0.12468358E-013  -0.36540286E-013
  -0.24960938E+001   0.17467522E-026  -0.18383304E-013  -0.37534069E-013
  -0.24921875E+001   0.20530318E-026  -0.24876499E-013  -0.37870721E-013
  -0.24882812E+001   0.23855588E-026  -0.31620447E-013  -0.37225074E-013
  -0.24843750E+001   0.27717228E-026  -0.38660847E-013  -0.35736000E-013
  -0.24804688E+001   0.32772586E-026  -0.46300905E-013  -0.33667267E-013
  -0.24765625E+001   0.39202980E-026  -0.54582655E-013  -0.30676241E-013
  -0.24726562E+001   0.46396130E-026  -0.62959273E-013  -0.25995057E-013
  -0.24687500E+001   0.53922444E-026  -0.70815147E-013  -0.19428312E-013
  -0.24648438E+001   0.62611407E-026  -0.78299782E-013  -0.11414240E-013
  -0.24609375E+001   0.73975340E-026  -0.85986638E-013  -0.19575713E-014
  -0.24570312E+001   0.88478426E-026  -0.93582956E-013   0.94906698E-014
  -0.24531250E+001   0.10492303E-025  -0.99850271E-013   0.22852268E-013
  -0.24492188E+001   0.12219004E-025  -0.10405269E-012   0.37310064E-013
  -0.24453125E+001   0.14131563E-025  -0.10653061E-012   0.52752181E-013
  -0.24414062E+001   0.16479484E-025  -0.10753338E-012   0.70114592E-013
  -0.24375000E+001   0.19396119E-025  -0.10645234E-012   0.89799886E-013
  -0.24335938E+001   0.22812023E-025  -0.10259694E-012   0.11084173E-012
  -0.24296875E+001   0.26668227E-025  -0.95910983E-013   0.13217152E-012
  -0.24257812E+001   0.31148679E-025  -0.86475038E-013   0.15385301E-012
  -0.24218750E+001   0.36587584E-025  -0.73793319E-013   0.17647133E-012
  -0.24179688E+001   0.43148081E-025  -0.56967662E-013   0.19975677E-012
  -0.24140625E+001   0.50705279E-025  -0.35469782E-013   0.22236720E-012
  -0.24101562E+001   0.59162332E-025  -0.95161274E-014   0.24304686E-012
  -0.24062500E+001   0.68854957E-025   0.20472275E-013   0.26160245E-012
  -0.24023438E+001   0.80453398E-025   0.54668781E-013   0.27832485E-012
  -0.23984375E+001   0.94422079E-025   0.93748622E-013   0.29263164E-012
  -0.23945312E+001   0.11081259E-024   0.13798138E-012   0.30294179E-012
  -0.23906250E+001   0.12971398E-024   0.18681020E-012   0.30792195E-012
  -0.23867188E+001   0.15162112E-024   0.23940687E-012   0.30709197E-012
  -0.23828125E+001   0.17716967E-024   0.29527592E-012   0.29996967E-012
  -0.23789062E+001   0.20688989E-024   0.35419602E-012   0.28536830E-012
  -0.23750000E+001   0.24153354E-024   0.41581173E-012   0.26198119E-012
  -0.23710938E+001   0.28224409E-024   0.47931547E-012   0.22913047E-012
  -0.23671875E+001   0.32999274E-024   0.54332765E-012   0.18651490E-012
  -0.23632812E+001   0.38530273E-024   0.60618205E-012   0.13358913E-012
  -0.23593750E+001   0.44915349E-024   0.66658198E-012   0.69440281E-013
  -0.23554688E+001   0.52379625E-024   0.72370329E-012  -0.70563878E-014
  -0.23515625E+001   0.61189124E-024   0.77621239E-012  -0.96879132E-013
  -0.23476562E+001   0.71506267E-024   0.82159969E-012  -0.20009151E-012
  -0.23437500E+001   0.83429747E-024   0.85711961E-012  -0.31566350E-012
  -0.23398438E+001   0.97187401E-024   0.88085379E-012  -0.44268568E-012
  -0.23359375E+001   0.11319533E-023   0.89112833E-012  -0.58124311E-012
  -0.23320312E+001   0.13192167E-023   0.88560746E-012  -0.73137961E-012
  -0.23281250E+001   0.15381183E-023   0.86172175E-012  -0.89193832E-012
  -0.23242188E+001   0.17935749E-023   0.81716989E-012  -0.10610411E-011
  -0.23203125E+001   0.20910123E-023   0.74938630E-012  -0.12367023E-011
  -0.23164062E+001   0.24357895E-023   0.65541814E-012  -0.14164098E-011
  -0.23125000E+001   0.28346301E-023   0.53278962E-012  -0.15971115E-011
  -0.23085938E+001   0.32979976E-023   0.37982074E-012  -0.17758755E-011
  -0.23046875E+001   0.38389426E-023   0.19512431E-012  -0.19495818E-011
  -0.23007812E+001   0.44695075E-023  -0.22619189E-013  -0.21140000E-011
  -0.22968750E+001   0.52012877E-023  -0.27466425E-012  -0.22640334E-011
  -0.22929688E+001   0.60501502E-023  -0.56219451E-012  -0.23945955E-011
  -0.22890625E+001   0.70369609E-023  -0.88565413E-012  -0.25005155E-011
  -0.22851562E+001   0.81830582E-023  -0.12440243E-011  -0.25759390E-011
  -0.22812500E+001   0.95100861E-023  -0.16354220E-011  -0.26144752E-011
  -0.22773438E+001   0.11046916E-022  -0.20581032E-011  -0.26098136E-011
  -0.22734375E+001   0.12832353E-022  -0.25100188E-011  -0.25558089E-011
  -0.22695312E+001   0.14908616E-022  -0.29875995E-011  -0.24459897E-011
  -0.22656250E+001   0.17317828E-022  -0.34856005E-011  -0.22734152E-011
  -0.22617188E+001   0.20109179E-022  -0.39978613E-011  -0.20313258E-011
  -0.22578125E+001   0.23345282E-022  -0.45175918E-011  -0.17136646E-011
  -0.22539062E+001   0.27098937E-022  -0.50369061E-011  -0.13147294E-011
  -0.22500000E+001   0.31450084E-022  -0.55464415E-011  -0.82889713E-012
  -0.22460938E+001   0.36490350E-022  -0.60354976E-011  -0.25123432E-012
  -0.22421875E+001   0.42327360E-022  -0.64922518E-011   0.42193218E-012
  -0.22382812E+001   0.49085096E-022  -0.69037270E-011   0.11931681E-011
  -0.22343750E+001   0.56907464E-022  -0.72558606E-011   0.20639649E-011
  -0.22304688E+001   0.65964760E-022  -0.75337831E-011   0.30342830E-011
  -0.22265625E+001   0.76455194E-022  -0.77217825E-011   0.41023492E-011
  -0.22226562E+001   0.88601872E-022  -0.78029077E-011   0.52646466E-011
  -0.22187500E+001   0.10265255E-021  -0.77590223E-011   0.65153760E-011
  -0.22148438E+001   0.11888967E-021  -0.75716978E-011   0.78459582E-011
  -0.22109375E+001   0.13765251E-021  -0.72230545E-011   0.92455389E-011
  -0.22070312E+001   0.15935188E-021  -0.66955232E-011   0.10701488E-010
  -0.22031250E+001   0.18445501E-021  -0.59711059E-011   0.12198398E-010
  -0.21992188E+001   0.21346887E-021  -0.50317820E-011   0.13716780E-010
  -0.21953125E+001   0.24697202E-021  -0.38610223E-011   0.15233664E-010
  -0.21914062E+001   0.28566793E-021  -0.24443974E-011   0.16724020E-010
  -0.21875000E+001   0.33038483E-021  -0.76884370E-012   0.18160223E-010
  -0.21835938E+001   0.38203660E-021   0.11771851E-011   0.19510275E-010
  -0.21796875E+001   0.44163745E-021   0.34019445E-011   0.20737990E-010
  -0.21757812E+001   0.51038402E-021   0.59094837E-011   0.21805092E-010
  -0.21718750E+001   0.58971261E-021   0.87006125E-011   0.22671832E-010
  -0.21679688E+001   0.68127756E-021   0.11772979E-010   0.23295376E-010
  -0.21640625E+001   0.78691714E-021   0.15118948E-010   0.23629104E-010
  -0.21601562E+001   0.90870628E-021   0.18724300E-010   0.23624285E-010
  -0.21562500E+001   0.10490815E-020   0.22569287E-010   0.23231634E-010
  -0.21523438E+001   0.12109060E-020   0.26628844E-010   0.22401131E-010
  -0.21484375E+001   0.13974311E-020   0.30870464E-010   0.21081877E-010
  -0.21445312E+001   0.16123159E-020   0.35253154E-010   0.19223190E-010
  -0.21406250E+001   0.18598009E-020   0.39728820E-010   0.16775630E-010
  -0.21367188E+001   0.21448525E-020   0.44242460E-010   0.13691501E-010
  -0.21328125E+001   0.24731356E-020   0.48729970E-010   0.99260117E-011
  -0.21289062E+001   0.28510287E-020   0.53117298E-010   0.54388753E-011
  -0.21250000E+001   0.32858755E-020   0.57322225E-010   0.19510714E-012
  -0.21210938E+001   0.37862442E-020   0.61255224E-010  -0.58345250E-011
  -0.21171875E+001   0.43619577E-020   0.64817999E-010  -0.12672202E-010
  -0.21132812E+001   0.50241361E-020   0.67902724E-010  -0.20331162E-010
  -0.21093750E+001   0.57855206E-020   0.70393715E-010  -0.28813981E-010
  -0.21054688E+001   0.66608538E-020   0.72169201E-010  -0.38111157E-010
  -0.21015625E+001   0.76670496E-020   0.73101315E-010  -0.48200076E-010
  -0.20976562E+001   0.88233729E-020   0.73055833E-010  -0.59044205E-010
  -0.20937500E+001   0.10151886E-019   0.71893642E-010  -0.70591715E-010
  -0.20898438E+001   0.11677941E-019   0.69473019E-010  -0.82773427E-010
  -0.20859375E+001   0.13430518E-019   0.65650936E-010  -0.95501163E-010
  -0.20820312E+001   0.15442702E-019   0.60284178E-010  -0.10866701E-009
  -0.20781250E+001   0.17752492E-019   0.53231847E-010  -0.12214280E-009
  -0.20742188E+001   0.20403559E-019   0.44358186E-010  -0.13577890E-009
  -0.20703125E+001   0.23445717E-019   0.33534245E-010  -0.14940271E-009
  -0.20664062E+001   0.26935645E-019   0.20639646E-010  -0.16281784E-009
  -0.20625000E+001   0.30938226E-019   0.55660478E-011  -0.17580457E-009
  -0.20585938E+001   0.35527952E-019  -0.11778908E-010  -0.18812020E-009
  -0.20546875E+001   0.40789972E-019  -0.31468685E-010  -0.19949861E-009
  -0.20507812E+001   0.46821331E-019  -0.53555357E-010  -0.20965008E-009
  -0.20468750E+001   0.53732929E-019  -0.78066369E-010  -0.21826262E-009
  -0.20429688E+001   0.61651682E-019  -0.10500048E-009  -0.22500351E-009
  -0.20390625E+001   0.70722481E-019  -0.13432353E-009  -0.22952052E-009
  -0.20351562E+001   0.81110513E-019  -0.16596469E-009  -0.23144380E-009
  -0.20312500E+001   0.93004388E-019  -0.19981329E-009  -0.23038888E-009
  -0.20273438E+001   0.10661962E-018  -0.23571556E-009  -0.22595972E-009
  -0.20234375E+001   0.12220210E-018  -0.27347087E-009  -0.21775166E-009
  -0.20195312E+001   0.14003214E-018  -0.31282797E-009  -0.20535530E-009
  -0.20156250E+001   0.16042938E-018  -0.35348169E-009  -0.18836154E-009
  -0.20117188E+001   0.18375842E-018  -0.39507024E-009  -0.16636686E-009
  -0.20078125E+001   0.21043480E-018  -0.43717253E-009  -0.13897836E-009
  -0.20039062E+001   0.24093199E-018  -0.47930589E-009  -0.10581988E-009
  -0.20000000E+001   0.27578992E-018  -0.52092458E-009  -0.66539499E-010
  -0.19960938E+001   0.31562439E-018  -0.56141877E-009  -0.20816984E-010
  -0.19921875E+001   0.36113626E-018  -0.60011318E-009   0.31629605E-010
  -0.19882812E+001   0.41312230E-018  -0.63626620E-009   0.91036409E-010
  -0.19843750E+001   0.47248952E-018  -0.66907157E-009   0.15758411E-009
  -0.19804688E+001   0.54027220E-018  -0.69766171E-009   0.23138785E-009
  -0.19765625E+001   0.61764848E-018  -0.72110978E-009   0.31248868E-009
  -0.19726562E+001   0.70595722E-018  -0.73843100E-009   0.40084521E-009
  -0.19687500E+001   0.80671960E-018  -0.74858679E-009   0.49632390E-009
  -0.19648438E+001   0.92166634E-018  -0.75049229E-009   0.59868829E-009
  -0.19609375E+001   0.10527667E-017  -0.74302396E-009   0.70758890E-009
  -0.19570312E+001   0.12022585E-017  -0.72502631E-009   0.82255414E-009
  -0.19531250E+001   0.13726842E-017  -0.69532048E-009   0.94298123E-009
  -0.19492188E+001   0.15669340E-017  -0.65271615E-009   0.10681272E-008
  -0.19453125E+001   0.17882932E-017  -0.59602381E-009   0.11971002E-008
  -0.19414062E+001   0.20404908E-017  -0.52406661E-009   0.13288510E-008
  -0.19375000E+001   0.23277584E-017  -0.43569438E-009   0.14621658E-008
  -0.19335938E+001   0.26549003E-017  -0.32980129E-009   0.15956602E-008
  -0.19296875E+001   0.30273730E-017  -0.20534397E-009   0.17277751E-008
  -0.19257812E+001   0.34513678E-017  -0.61358940E-010   0.18567722E-008
  -0.19218750E+001   0.39339051E-017   0.10301833E-009   0.19807303E-008
  -0.19179688E+001   0.44829486E-017   0.28853139E-009   0.20975458E-008
  -0.19140625E+001   0.51075337E-017   0.49577988E-009   0.22049345E-008
  -0.19101562E+001   0.58179041E-017   0.72519681E-009   0.23004334E-008
  -0.19062500E+001   0.66256647E-017   0.97702476E-009   0.23814045E-008
  -0.19023438E+001   0.75439638E-017   0.12512907E-008   0.24450430E-008
  -0.18984375E+001   0.85877041E-017   0.15477803E-008   0.24883891E-008
  -0.18945312E+001   0.97737709E-017   0.18660129E-008   0.25083394E-008
  -0.18906250E+001   0.11121283E-016   0.22052146E-008   0.25016618E-008
  -0.18867188E+001   0.12651882E-016   0.25642919E-008   0.24650130E-008
  -0.18828125E+001   0.14390067E-016   0.29418069E-008   0.23949611E-008
  -0.18789062E+001   0.16363566E-016   0.33359522E-008   0.22880098E-008
  -0.18750000E+001   0.18603755E-016   0.37445262E-008   0.21406257E-008
  -0.18710938E+001   0.21146128E-016   0.41649095E-008   0.19492709E-008
  -0.18671875E+001   0.24030827E-016   0.45940433E-008   0.17104366E-008
  -0.18632812E+001   0.27303235E-016   0.50284095E-008   0.14206805E-008
  -0.18593750E+001   0.31014659E-016   0.54640137E-008   0.10766679E-008
  -0.18554688E+001   0.35223097E-016   0.58963698E-008   0.67521834E-009
  -0.18515625E+001   0.39994080E-016   0.63204874E-008   0.21335298E-009
  -0.18476562E+001   0.45401630E-016   0.67308619E-008  -0.31165390E-009
  -0.18437500E+001   0.51529347E-016   0.71214707E-008  -0.90222066E-009
  -0.18398438E+001   0.58471656E-016   0.74857735E-008  -0.15604009E-008
  -0.18359375E+001   0.66335171E-016   0.78167151E-008  -0.22878234E-008
  -0.18320312E+001   0.75240207E-016   0.81067321E-008  -0.30856281E-008
  -0.18281250E+001   0.85322520E-016   0.83477678E-008  -0.39544017E-008
  -0.18242188E+001   0.96735284E-016   0.85312933E-008  -0.48941107E-008
  -0.18203125E+001   0.10965129E-015   0.86483336E-008  -0.59040337E-008
  -0.18164062E+001   0.12426541E-015   0.86895007E-008  -0.69826918E-008
  -0.18125000E+001   0.14079735E-015   0.86450315E-008  -0.81277781E-008
  -0.18085938E+001   0.15949475E-015   0.85048350E-008  -0.93360877E-008
  -0.18046875E+001   0.18063667E-015   0.82585466E-008  -0.10603447E-007
  -0.18007812E+001   0.20453754E-015   0.78955923E-008  -0.11924645E-007
  -0.17968750E+001   0.23155159E-015   0.74052596E-008  -0.13293371E-007
  -0.17929688E+001   0.26207779E-015   0.67767747E-008  -0.14702147E-007
  -0.17890625E+001   0.29656533E-015   0.59993894E-008  -0.16142263E-007
  -0.17851562E+001   0.33551984E-015   0.50624784E-008  -0.17603726E-007
  -0.17812500E+001   0.37951045E-015   0.39556438E-008  -0.19075202E-007
  -0.17773438E+001   0.42917753E-015   0.26688283E-008  -0.20543974E-007
  -0.17734375E+001   0.48524146E-015   0.11924370E-008  -0.21995899E-007
  -0.17695312E+001   0.54851247E-015  -0.48253217E-009  -0.23415372E-007
  -0.17656250E+001   0.61990169E-015  -0.23643511E-008  -0.24785309E-007
  -0.17617188E+001   0.70043342E-015  -0.44604151E-008  -0.26087126E-007
  -0.17578125E+001   0.79125895E-015  -0.67770877E-008  -0.27300733E-007
  -0.17539062E+001   0.89367198E-015  -0.93195394E-008  -0.28404545E-007
  -0.17500000E+001   0.10091259E-014  -0.12091581E-007  -0.29375493E-007
  -0.17460938E+001   0.11392534E-014  -0.15095493E-007  -0.30189063E-007
  -0.17421875E+001   0.12858878E-014  -0.18331842E-007  -0.30819334E-007
  -0.17382812E+001   0.14510873E-014  -0.21799299E-007  -0.31239044E-007
  -0.17343750E+001   0.16371625E-014  -0.25494457E-007  -0.31419661E-007
  -0.17304688E+001   0.18467060E-014  -0.29411637E-007  -0.31331480E-007
  -0.17265625E+001   0.20826272E-014  -0.33542701E-007  -0.30943730E-007
  -0.17226562E+001   0.23481892E-014  -0.37876860E-007  -0.30224704E-007
  -0.17187500E+001   0.26470517E-014  -0.42400485E-007  -0.29141905E-007
  -0.17148438E+001   0.29833179E-014  -0.47096919E-007  -0.27662215E-007
  -0.17109375E+001   0.33615877E-014  -0.51946299E-007  -0.25752083E-007
  -0.17070312E+001   0.37870163E-014  -0.56925373E-007  -0.23377729E-007
  -0.17031250E+001   0.42653798E-014  -0.62007333E-007  -0.20505375E-007
  -0.16992188E+001   0.48031488E-014  -0.67161653E-007  -0.17101498E-007
  -0.16953125E+001   0.54075704E-014  -0.72353937E-007  -0.13133099E-007
  -0.16914062E+001   0.60867596E-014  -0.77545787E-007  -0.85679939E-008
  -0.16875000E+001   0.68498009E-014  -0.82694675E-007  -0.33751347E-008
  -0.16835938E+001   0.77068620E-014  -0.87753838E-007   0.24750582E-008
  -0.16796875E+001   0.86693206E-014  -0.92672188E-007   0.90103389E-008
  -0.16757812E+001   0.97499051E-014  -0.97394246E-007   0.16256259E-007
  -0.16718750E+001   0.10962852E-013  -0.10186010E-006   0.24235769E-007
  -0.16679688E+001   0.12324082E-013  -0.10600538E-006   0.32968803E-007
  -0.16640625E+001   0.13851393E-013  -0.10976127E-006   0.42471843E-007
  -0.16601562E+001   0.15564681E-013  -0.11305454E-006   0.52757473E-007
  -0.16562500E+001   0.17486176E-013  -0.11580764E-006   0.63833907E-007
  -0.16523438E+001   0.19640718E-013  -0.11793874E-006   0.75704508E-007
  -0.16484375E+001   0.22056051E-013  -0.11936193E-006   0.88367306E-007
  -0.16445312E+001   0.24763159E-013  -0.11998737E-006   0.10181448E-006
  -0.16406250E+001   0.27796635E-013  -0.11972151E-006   0.11603187E-006
  -0.16367188E+001   0.31195094E-013  -0.11846732E-006   0.13099843E-006
  -0.16328125E+001   0.35001631E-013  -0.11612463E-006   0.14668572E-006
  -0.16289062E+001   0.39264328E-013  -0.11259044E-006   0.16305742E-006
  -0.16250000E+001   0.44036823E-013  -0.10775933E-006   0.18006874E-006
  -0.16210938E+001   0.49378935E-013  -0.10152389E-006   0.19766597E-006
  -0.16171875E+001   0.55357361E-013  -0.93775204E-007   0.21578594E-006
  -0.16132812E+001   0.62046455E-013  -0.84403392E-007   0.23435555E-006
  -0.16093750E+001   0.69529084E-013  -0.73298199E-007   0.25329125E-006
  -0.16054688E+001   0.77897583E-013  -0.60349630E-007   0.27249863E-006
  -0.16015625E+001   0.87254815E-013  -0.45448649E-007   0.29187195E-006
  -0.15976562E+001   0.97715346E-013  -0.28487921E-007   0.31129373E-006
  -0.15937500E+001   0.10940675E-012  -0.93626062E-008   0.33063437E-006
  -0.15898438E+001   0.12247104E-012   0.12028784E-007   0.34975184E-006
  -0.15859375E+001   0.13706630E-012   0.35783489E-007   0.36849130E-006
  -0.15820312E+001   0.15336841E-012   0.61993539E-007   0.38668490E-006
  -0.15781250E+001   0.17157308E-012   0.90744757E-007   0.40415154E-006
  -0.15742188E+001   0.19189796E-012   0.12211570E-006   0.42069670E-006
  -0.15703125E+001   0.21458509E-012   0.15617657E-006   0.43611234E-006
  -0.15664062E+001   0.23990359E-012   0.19298805E-006   0.45017685E-006
  -0.15625000E+001   0.26815255E-012   0.23260013E-006   0.46265509E-006
  -0.15585938E+001   0.29966438E-012   0.27505086E-006   0.47329844E-006
  -0.15546875E+001   0.33480839E-012   0.32036511E-006   0.48184499E-006
  -0.15507812E+001   0.37399479E-012   0.36855322E-006   0.48801979E-006
  -0.15468750E+001   0.41767915E-012   0.41960974E-006   0.49153516E-006
  -0.15429688E+001   0.46636727E-012   0.47351198E-006   0.49209113E-006
  -0.15390625E+001   0.52062062E-012   0.53021869E-006   0.48937589E-006
  -0.15351562E+001   0.58106229E-012   0.58966862E-006   0.48306647E-006
  -0.15312500E+001   0.64838367E-012   0.65177915E-006   0.47282936E-006
  -0.15273438E+001   0.72335166E-012   0.71644480E-006   0.45832140E-006
  -0.15234375E+001   0.80681683E-012   0.78353585E-006   0.43919062E-006
  -0.15195312E+001   0.89972227E-012   0.85289690E-006   0.41507728E-006
  -0.15156250E+001   0.10031134E-011   0.92434545E-006   0.38561501E-006
  -0.15117188E+001   0.11181490E-011   0.99767049E-006   0.35043206E-006
  -0.15078125E+001   0.12461130E-011   0.10726312E-005   0.30915266E-006
  -0.15039062E+001   0.13884275E-011   0.11489553E-005   0.26139847E-006
  -0.15000000E+001   0.15466679E-011   0.12263383E-005   0.20679024E-006
  -0.14960938E+001   0.17225785E-011   0.13044417E-005   0.14494948E-006
  -0.14921875E+001   0.19180903E-011   0.13828919E-005   0.75500353E-007
  -0.14882812E+001   0.21353407E-011   0.14612792E-005  -0.19283980E-008
  -0.14843750E+001   0.23766948E-011   0.15391567E-005  -0.87701331E-007
  -0.14804688E+001   0.26447690E-011   0.16160389E-005  -0.18217410E-006
  -0.14765625E+001   0.29424574E-011   0.16914012E-005  -0.28569112E-006
  -0.14726562E+001   0.32729603E-011   0.17646789E-005  -0.39858310E-006
  -0.14687500E+001   0.36398158E-011   0.18352666E-005  -0.52116448E-006
  -0.14648438E+001   0.40469346E-011   0.19025169E-005  -0.65373075E-006
  -0.14609375E+001   0.44986386E-011   0.19657410E-005  -0.79655561E-006
  -0.14570312E+001   0.49997023E-011   0.20242072E-005  -0.94988809E-006
  -0.14531250E+001   0.55553998E-011   0.20771414E-005  -0.11139495E-005
  -0.14492188E+001   0.61715555E-011   0.21237265E-005  -0.12889304E-005
  -0.14453125E+001   0.68545997E-011   0.21631026E-005  -0.14749871E-005
  -0.14414062E+001   0.76116307E-011   0.21943674E-005  -0.16722388E-005
  -0.14375000E+001   0.84504818E-011   0.22165761E-005  -0.18807637E-005
  -0.14335938E+001   0.93797960E-011   0.22287423E-005  -0.21005960E-005
  -0.14296875E+001   0.10409107E-010   0.22298386E-005  -0.23317219E-005
  -0.14257812E+001   0.11548929E-010   0.22187971E-005  -0.25740762E-005
  -0.14218750E+001   0.12810856E-010   0.21945113E-005  -0.28275388E-005
  -0.14179688E+001   0.14207666E-010   0.21558367E-005  -0.30919305E-005
  -0.14140625E+001   0.15753444E-010   0.21015923E-005  -0.33670096E-005
  -0.14101562E+001   0.17463708E-010   0.20305629E-005  -0.36524680E-005
  -0.14062500E+001   0.19355554E-010   0.19415004E-005  -0.39479273E-005
  -0.14023438E+001   0.21447809E-010   0.18331263E-005  -0.42529351E-005
  -0.13984375E+001   0.23761206E-010   0.17041339E-005  -0.45669611E-005
  -0.13945312E+001   0.26318565E-010   0.15531911E-005  -0.48893929E-005
  -0.13906250E+001   0.29145006E-010   0.13789430E-005  -0.52195327E-005
  -0.13867188E+001   0.32268167E-010   0.11800153E-005  -0.55565935E-005
  -0.13828125E+001   0.35718455E-010   0.95501750E-006  -0.58996946E-005
  -0.13789062E+001   0.39529311E-010   0.70254633E-006  -0.62478588E-005
  -0.13750000E+001   0.43737509E-010   0.42118983E-006  -0.66000082E-005
  -0.13710938E+001   0.48383477E-010   0.10953132E-006  -0.69549608E-005
  -0.13671875E+001   0.53511649E-010  -0.23384625E-006  -0.73114270E-005
  -0.13632812E+001   0.59170853E-010  -0.61035572E-006  -0.76680062E-005
  -0.13593750E+001   0.65414732E-010  -0.10214009E-005  -0.80231834E-005
  -0.13554688E+001   0.72302205E-010  -0.14683714E-005  -0.83753263E-005
  -0.13515625E+001   0.79897974E-010  -0.19526375E-005  -0.87226820E-005
  -0.13476562E+001   0.88273072E-010  -0.24755443E-005  -0.90633742E-005
  -0.13437500E+001   0.97505469E-010  -0.30384063E-005  -0.93954008E-005
  -0.13398438E+001   0.10768072E-009  -0.36425008E-005  -0.97166306E-005
  -0.13359375E+001   0.11889271E-009  -0.42890623E-005  -0.10024802E-004
  -0.13320312E+001   0.13124439E-009  -0.49792753E-005  -0.10317519E-004
  -0.13281250E+001   0.14484868E-009  -0.57142681E-005  -0.10592253E-004
  -0.13242188E+001   0.15982937E-009  -0.64951056E-005  -0.10846335E-004
  -0.13203125E+001   0.17632218E-009  -0.73227823E-005  -0.11076960E-004
  -0.13164062E+001   0.19447580E-009  -0.81982146E-005  -0.11281183E-004
  -0.13125000E+001   0.21445318E-009  -0.91222339E-005  -0.11455917E-004
  -0.13085938E+001   0.23643278E-009  -0.10095578E-004  -0.11597935E-004
  -0.13046875E+001   0.26061007E-009  -0.11118884E-004  -0.11703867E-004
  -0.13007812E+001   0.28719905E-009  -0.12192680E-004  -0.11770200E-004
  -0.12968750E+001   0.31643397E-009  -0.13317376E-004  -0.11793281E-004
  -0.12929688E+001   0.34857121E-009  -0.14493257E-004  -0.11769312E-004
  -0.12890625E+001   0.38389127E-009  -0.15720473E-004  -0.11694357E-004
  -0.12851562E+001   0.42270099E-009  -0.16999033E-004  -0.11564336E-004
  -0.12812500E+001   0.46533596E-009  -0.18328792E-004  -0.11375032E-004
  -0.12773438E+001   0.51216311E-009  -0.19709445E-004  -0.11122090E-004
  -0.12734375E+001   0.56358352E-009  -0.21140518E-004  -0.10801020E-004
  -0.12695312E+001   0.62003559E-009  -0.22621359E-004  -0.10407196E-004
  -0.12656250E+001   0.68199827E-009  -0.24151127E-004  -0.99358624E-005
  -0.12617188E+001   0.74999483E-009  -0.25728784E-004  -0.93821363E-005
  -0.12578125E+001   0.82459673E-009  -0.27353089E-004  -0.87410082E-005
  -0.12539062E+001   0.90642794E-009  -0.29022583E-004  -0.80073477E-005
  -0.12500000E+001   0.99616966E-009  -0.30735582E-004  -0.71759065E-005
  -0.12460938E+001   0.10945653E-008  -0.32490171E-004  -0.62413226E-005
  -0.12421875E+001   0.12024262E-008  -0.34284190E-004  -0.51981250E-005
