# Jmax  =         2048
# Nmax  =          100
# N1max =           50
# L     =    0.40000000E+001
# sig   =    0.10000000E+000
# k0    =    0.20000000E+002
# x0    =   -0.50000000E+000
# dt    =    0.10000000E-004
#
# x              r(j)               real              aimag
  -0.35898438E+001   0.22422756E-031  -0.10247864E-015   0.10918280E-015
  -0.35859375E+001   0.45532462E-030  -0.56962390E-015   0.36173640E-015
  -0.35820312E+001   0.16056181E-029  -0.89952930E-015   0.89244898E-015
  -0.35781250E+001   0.12796675E-029  -0.74039138E-015   0.85527081E-015
  -0.35742188E+001   0.72407123E-031  -0.68025245E-016   0.26034533E-015
  -0.35703125E+001   0.57317881E-030   0.73601091E-015  -0.17738869E-015
  -0.35664062E+001   0.12339021E-029   0.10707280E-014  -0.29570864E-015
  -0.35625000E+001   0.71769166E-030   0.64625797E-015  -0.54776116E-015
  -0.35585938E+001   0.84125155E-030  -0.15014010E-015  -0.90482568E-015
  -0.35546875E+001   0.86722703E-030  -0.59472936E-015  -0.71660590E-015
  -0.35507812E+001   0.15095772E-030  -0.37796347E-015   0.90007405E-016
  -0.35468750E+001   0.37204636E-030   0.73796557E-016   0.60547538E-015
  -0.35429688E+001   0.99321177E-031   0.13789987E-015   0.28338102E-015
  -0.35390625E+001   0.66857347E-031  -0.21559460E-015  -0.14274564E-015
  -0.35351562E+001   0.22522764E-030  -0.45890761E-015   0.12096052E-015
  -0.35312500E+001   0.41657451E-030  -0.28430104E-015   0.57943717E-015
  -0.35273438E+001   0.12552693E-030   0.10485786E-015   0.33842542E-015
  -0.35234375E+001   0.30740603E-030   0.43217625E-015  -0.34731790E-015
  -0.35195312E+001   0.60636442E-030   0.53038826E-015  -0.57013395E-015
  -0.35156250E+001   0.12659053E-030   0.23309132E-015  -0.26881029E-015
  -0.35117188E+001   0.98451764E-031  -0.30062120E-015  -0.89881352E-016
  -0.35078125E+001   0.22022210E-030  -0.44109288E-015  -0.16018482E-015
  -0.35039062E+001   0.89697282E-032   0.89011425E-016  -0.32352657E-016
  -0.35000000E+001   0.60397599E-030   0.66432702E-015   0.40329344E-015
  -0.34960938E+001   0.97944970E-030   0.63001382E-015   0.76323803E-015
  -0.34921875E+001   0.62255254E-030   0.18166717E-015   0.76782132E-015
  -0.34882812E+001   0.24133284E-030  -0.16526678E-015   0.46262266E-015
  -0.34843750E+001   0.13112810E-030  -0.36206994E-015  -0.57841782E-017
  -0.34804688E+001   0.58523106E-030  -0.57796068E-015  -0.50119110E-015
  -0.34765625E+001   0.13015533E-029  -0.71254940E-015  -0.89096952E-015
  -0.34726562E+001   0.14783086E-029  -0.56773720E-015  -0.10751666E-014
  -0.34687500E+001   0.98845623E-030  -0.17158131E-015  -0.97929366E-015
  -0.34648438E+001   0.39159164E-030   0.21936085E-015  -0.58606524E-015
  -0.34609375E+001   0.75180490E-031   0.27119554E-015  -0.40416190E-016
  -0.34570312E+001   0.20661506E-030  -0.91197890E-016   0.44530664E-015
  -0.34531250E+001   0.84351722E-030  -0.37718238E-015   0.83740711E-015
  -0.34492188E+001   0.14556507E-029  -0.12223758E-016   0.12064416E-014
  -0.34453125E+001   0.25635130E-029   0.75057510E-015   0.14142666E-014
  -0.34414062E+001   0.24582692E-029   0.10428475E-014   0.11707853E-014
  -0.34375000E+001   0.58235035E-030   0.63283765E-015   0.42645850E-015
  -0.34335938E+001   0.29075841E-030   0.19241635E-015  -0.50372051E-015
  -0.34296875E+001   0.13936484E-029   0.16608030E-015  -0.11687881E-014
  -0.34257812E+001   0.15744188E-029   0.20823390E-015  -0.12373591E-014
  -0.34218750E+001   0.54754409E-030  -0.52724778E-016  -0.73808142E-015
  -0.34179688E+001   0.22503438E-030  -0.44595795E-015  -0.16172782E-015
  -0.34140625E+001   0.41664780E-030  -0.64418784E-015  -0.40863617E-016
  -0.34101562E+001   0.41301985E-030  -0.56135645E-015  -0.31288781E-015
  -0.34062500E+001   0.27660555E-030  -0.32727802E-015  -0.41169728E-015
  -0.34023438E+001   0.54320223E-031  -0.22355499E-015  -0.65904400E-016
  -0.33984375E+001   0.32213551E-030  -0.43396773E-015   0.36579710E-015
  -0.33945312E+001   0.61963653E-030  -0.64165547E-015   0.45597674E-015
  -0.33906250E+001   0.18119916E-030  -0.34727824E-015   0.24616455E-015
  -0.33867188E+001   0.88935111E-031   0.28963381E-015   0.71044821E-016
  -0.33828125E+001   0.38470200E-030   0.61345888E-015   0.91488845E-016
  -0.33789062E+001   0.29434652E-030   0.51131124E-015   0.18140381E-015
  -0.33750000E+001   0.25112933E-030   0.45259780E-015   0.21513849E-015
  -0.33710938E+001   0.37256962E-030   0.53243174E-015   0.29847288E-015
  -0.33671875E+001   0.44778314E-030   0.38938823E-015   0.54420580E-015
  -0.33632812E+001   0.48319081E-030   0.11874719E-016   0.69501784E-015
  -0.33593750E+001   0.15884295E-030  -0.20809566E-015   0.33991050E-015
  -0.33554688E+001   0.17440019E-030  -0.12073439E-015  -0.39977918E-015
  -0.33515625E+001   0.69661874E-030   0.87495733E-016  -0.83003810E-015
  -0.33476562E+001   0.34983805E-030   0.19497199E-015  -0.55841201E-015
  -0.33437500E+001   0.73999063E-033  -0.15687844E-016  -0.22223461E-016
  -0.33398438E+001   0.30849507E-030  -0.53931213E-015   0.13280622E-015
  -0.33359375E+001   0.65466714E-030  -0.79446360E-015  -0.15327990E-015
  -0.33320312E+001   0.30095080E-030  -0.23209816E-015  -0.49707268E-015
  -0.33281250E+001   0.81069989E-030   0.60490936E-015  -0.66692169E-015
  -0.33242188E+001   0.79308595E-030   0.62306388E-015  -0.63629973E-015
  -0.33203125E+001   0.12101474E-030  -0.12373043E-015  -0.32512386E-015
  -0.33164062E+001   0.30081967E-030  -0.49282002E-015   0.24072412E-015
  -0.33125000E+001   0.50435891E-030  -0.15285837E-015   0.69353675E-015
  -0.33085938E+001   0.50182120E-030   0.16192499E-016   0.70820831E-015
  -0.33046875E+001   0.32993622E-030  -0.29628510E-015   0.49208877E-015
  -0.33007812E+001   0.27909543E-030  -0.24791632E-015   0.46651145E-015
  -0.32968750E+001   0.56926945E-030   0.46282846E-015   0.59586850E-015
  -0.32929688E+001   0.10114770E-029   0.88373932E-015   0.48008526E-015
  -0.32890625E+001   0.17779124E-030   0.42097984E-015   0.23816236E-016
  -0.32851562E+001   0.24961848E-030  -0.24140534E-015  -0.43742649E-015
  -0.32812500E+001   0.61393876E-030  -0.42633434E-015  -0.65740231E-015
  -0.32773438E+001   0.63038385E-030  -0.36777242E-015  -0.70365283E-015
  -0.32734375E+001   0.49413590E-030  -0.31149991E-015  -0.63016165E-015
  -0.32695312E+001   0.11570205E-030   0.32947465E-016  -0.33855060E-015
  -0.32656250E+001   0.36263143E-030   0.59449829E-015   0.95933391E-016
  -0.32617188E+001   0.46662530E-030   0.61036016E-015   0.30673405E-015
  -0.32578125E+001   0.47360847E-031  -0.19841566E-015   0.89398394E-016
  -0.32539062E+001   0.97940736E-030  -0.96195706E-015  -0.23247790E-015
  -0.32500000E+001   0.61616508E-030  -0.76806106E-015  -0.16201013E-015
  -0.32460938E+001   0.12562349E-030   0.10085305E-015   0.33978250E-015
  -0.32421875E+001   0.10112634E-029   0.58250103E-015   0.81972919E-015
  -0.32382812E+001   0.83942589E-030   0.24360980E-015   0.88322147E-015
  -0.32343750E+001   0.34791295E-030  -0.24903361E-015   0.53469169E-015
  -0.32304688E+001   0.23107720E-031  -0.15192228E-015  -0.52287334E-017
  -0.32265625E+001   0.39710249E-030   0.33586450E-015  -0.53319558E-015
  -0.32226562E+001   0.96809623E-030   0.50028883E-015  -0.84723510E-015
  -0.32187500E+001   0.60706805E-030   0.22557878E-015  -0.74577628E-015
  -0.32148438E+001   0.49769111E-031   0.29940316E-016  -0.22107168E-015
  -0.32109375E+001   0.18091460E-030   0.14556403E-015   0.39965700E-015
  -0.32070312E+001   0.49168014E-030   0.28117216E-015   0.64235688E-015
  -0.32031250E+001   0.16864747E-030   0.25696702E-015   0.32033641E-015
  -0.31992188E+001   0.83449249E-031   0.17430548E-015  -0.23036243E-015
  -0.31953125E+001   0.22840573E-030  -0.30215638E-016  -0.47696199E-015
  -0.31914062E+001   0.33943921E-030  -0.51497647E-015  -0.27246733E-015
  -0.31875000E+001   0.10401232E-029  -0.10189647E-014   0.42826941E-016
  -0.31835938E+001   0.11132358E-029  -0.10469823E-014   0.13062879E-015
  -0.31796875E+001   0.30893670E-030  -0.55580426E-015  -0.42802439E-017
  -0.31757812E+001   0.55747398E-031   0.70461560E-016  -0.22534988E-015
  -0.31718750E+001   0.58022503E-030   0.59520539E-015  -0.47534784E-015
  -0.31679688E+001   0.12516979E-029   0.95053071E-015  -0.59007569E-015
  -0.31640625E+001   0.88739277E-030   0.89963780E-015  -0.27936463E-015
  -0.31601562E+001   0.23929090E-030   0.29470465E-015   0.39043575E-015
  -0.31562500E+001   0.92631843E-030  -0.43901862E-015   0.85649348E-015
  -0.31523438E+001   0.10161236E-029  -0.65032739E-015   0.77019341E-015
  -0.31484375E+001   0.30702479E-030  -0.29788888E-015   0.46721195E-015
  -0.31445312E+001   0.12834328E-030   0.98448454E-017   0.35811501E-015
  -0.31406250E+001   0.13516256E-030  -0.14099116E-015   0.33953505E-015
  -0.31367188E+001   0.26175615E-030  -0.45602181E-015   0.23194882E-015
  -0.31328125E+001   0.17950026E-030  -0.37849092E-015   0.19038088E-015
  -0.31289062E+001   0.73893227E-031   0.20837397E-015   0.17456665E-015
  -0.31250000E+001   0.80415837E-030   0.85801484E-015  -0.26070845E-015
  -0.31210938E+001   0.21303868E-029   0.10213095E-014  -0.10427433E-014
  -0.31171875E+001   0.20096774E-029   0.58856679E-015  -0.12896769E-014
  -0.31132812E+001   0.42754452E-030   0.19625973E-016  -0.65357428E-015
  -0.31093750E+001   0.20871967E-031  -0.14292363E-015  -0.21090381E-016
  -0.31054688E+001   0.12807509E-031   0.80795717E-016  -0.79243679E-016
  -0.31015625E+001   0.71659209E-031   0.14420992E-015  -0.22552762E-015
  -0.30976562E+001   0.11076746E-030  -0.27419455E-015   0.18863937E-015
  -0.30937500E+001   0.10750074E-029  -0.82598684E-015   0.62670023E-015
  -0.30898438E+001   0.10865559E-029  -0.95756070E-015   0.41186577E-015
  -0.30859375E+001   0.31939663E-030  -0.56514825E-015   0.20203018E-017
  -0.30820312E+001   0.20699281E-031   0.14414456E-016   0.14314854E-015
  -0.30781250E+001   0.48521321E-030   0.42522141E-015   0.55172454E-015
  -0.30742188E+001   0.45621425E-030   0.48113025E-015   0.47405478E-015
  -0.30703125E+001   0.36714353E-031   0.19134852E-015  -0.10004855E-016
  -0.30664062E+001   0.65755992E-031  -0.15744354E-015  -0.20240436E-015
  -0.30625000E+001   0.48489515E-031  -0.22018411E-015   0.29110513E-017
  -0.30585938E+001   0.61401020E-032  -0.77482071E-016   0.11688913E-016
  -0.30546875E+001   0.15448774E-030  -0.94793509E-016  -0.38144715E-015
  -0.30507812E+001   0.38131974E-030  -0.17832321E-015  -0.59120265E-015
  -0.30468750E+001   0.77163472E-031   0.17192125E-015  -0.21818927E-015
  -0.30429688E+001   0.79755288E-030   0.86212389E-015   0.23301346E-015
  -0.30390625E+001   0.11859397E-029   0.10787748E-014   0.14894540E-015
  -0.30351562E+001   0.28712499E-030   0.50216896E-015  -0.18695274E-015
  -0.30312500E+001   0.47428932E-031  -0.19020035E-015  -0.10607903E-015
  -0.30273438E+001   0.25444079E-030  -0.42178774E-015   0.27665120E-015
  -0.30234375E+001   0.29807640E-030  -0.47698259E-015   0.26563887E-015
  -0.30195312E+001   0.56398633E-030  -0.72403684E-015  -0.19939154E-015
  -0.30156250E+001   0.97469716E-030  -0.89167097E-015  -0.42381606E-015
  -0.30117188E+001   0.41639107E-030  -0.63977845E-015  -0.84110617E-016
  -0.30078125E+001   0.14572399E-030  -0.19192058E-015   0.32998557E-015
  -0.30039062E+001   0.12317479E-030   0.68914217E-016   0.34413024E-015
  -0.30000000E+001   0.36328759E-031   0.13081597E-015   0.13862158E-015
  -0.29960938E+001   0.62612955E-031   0.19177656E-015   0.16073178E-015
  -0.29921875E+001   0.39107664E-030   0.39734525E-015   0.48290102E-015
  -0.29882812E+001   0.11690747E-029   0.80602184E-015   0.72069651E-015
  -0.29843750E+001   0.16796463E-029   0.12058746E-014   0.47488193E-015
  -0.29804688E+001   0.12728351E-029   0.11093330E-014  -0.20546415E-015
  -0.29765625E+001   0.84047670E-030   0.36519998E-015  -0.84089576E-015
  -0.29726562E+001   0.12305884E-029  -0.47873731E-015  -0.10006992E-014
  -0.29687500E+001   0.11072010E-029  -0.81569682E-015  -0.66471022E-015
  -0.29648438E+001   0.46420317E-030  -0.65977103E-015  -0.17001576E-015
  -0.29609375E+001   0.14405925E-030  -0.37610768E-015   0.51012352E-016
  -0.29570312E+001   0.41409363E-031  -0.11375644E-015  -0.16872711E-015
  -0.29531250E+001   0.25574181E-030   0.15830066E-015  -0.48029440E-015
  -0.29492188E+001   0.24060785E-030   0.30612203E-015  -0.38327164E-015
  -0.29453125E+001   0.91123557E-032   0.63646164E-016   0.71144371E-016
  -0.29414062E+001   0.42573255E-030  -0.55544134E-015   0.34237037E-015
  -0.29375000E+001   0.11926845E-029  -0.10669827E-014   0.23287849E-015
  -0.29335938E+001   0.96637787E-030  -0.96901812E-015   0.16547432E-015
  -0.29296875E+001   0.37269911E-030  -0.34758562E-015   0.50187982E-015
  -0.29257812E+001   0.10420730E-029   0.24872073E-015   0.99005605E-015
  -0.29218750E+001   0.13379921E-029   0.47387414E-015   0.10551945E-014
  -0.29179688E+001   0.37501306E-030   0.38431054E-015   0.47677926E-015
  -0.29140625E+001   0.12260186E-030   0.15456809E-015  -0.31418237E-015
  -0.29101562E+001   0.44298310E-030   0.29544499E-016  -0.66491369E-015
  -0.29062500E+001   0.24932920E-030   0.29546966E-015  -0.40252563E-015
  -0.29023438E+001   0.70697084E-030   0.83466397E-015   0.10152289E-015
  -0.28984375E+001   0.13590834E-029   0.10642286E-014   0.47592110E-015
  -0.28945312E+001   0.82243304E-030   0.73458664E-015   0.53180401E-015
  -0.28906250E+001   0.97141326E-031   0.30025217E-015   0.83605975E-016
  -0.28867188E+001   0.57326937E-030   0.13032326E-015  -0.74584530E-015
  -0.28828125E+001   0.15581443E-029  -0.22201549E-016  -0.12480590E-014
  -0.28789062E+001   0.10229967E-029  -0.40172943E-015  -0.92822957E-015
  -0.28750000E+001   0.68689580E-030  -0.77057552E-015  -0.30513796E-015
  -0.28710938E+001   0.78626169E-030  -0.87761397E-015  -0.12670993E-015
  -0.28671875E+001   0.66479696E-030  -0.78639167E-015  -0.21537198E-015
  -0.28632812E+001   0.28553225E-030  -0.53237674E-015   0.45904915E-016
  -0.28593750E+001   0.29985417E-030  -0.57472075E-016   0.54456509E-015
  -0.28554688E+001   0.59382284E-030   0.40939379E-015   0.65285493E-015
  -0.28515625E+001   0.30541325E-030   0.47463011E-015   0.28308922E-015
  -0.28476562E+001   0.23096370E-031   0.14875027E-015  -0.31140445E-016
  -0.28437500E+001   0.19780637E-031  -0.13947319E-015   0.18107075E-016
  -0.28398438E+001   0.23681354E-031  -0.11396889E-015   0.10340429E-015
  -0.28359375E+001   0.27330844E-031   0.31999593E-016  -0.16219393E-015
  -0.28320312E+001   0.21809689E-030  -0.92292039E-016  -0.45779807E-015
  -0.28281250E+001   0.28572438E-030  -0.52981127E-015  -0.70882978E-016
  -0.28242188E+001   0.12412518E-029  -0.74990867E-015   0.82394706E-015
  -0.28203125E+001   0.11517027E-029  -0.23055374E-015   0.10481163E-014
  -0.28164062E+001   0.53600894E-030   0.70487537E-015   0.19788796E-015
  -0.28125000E+001   0.15122230E-029   0.11061383E-014  -0.53729056E-015
  -0.28085938E+001   0.42048584E-030   0.60561483E-015  -0.23176824E-015
  -0.28046875E+001   0.14370436E-030  -0.11077011E-015   0.36253874E-015
  -0.28007812E+001   0.16384812E-030  -0.26988133E-015   0.30168226E-015
  -0.27968750E+001   0.50621035E-032   0.49614138E-016  -0.50995498E-016
  -0.27929688E+001   0.70513053E-031   0.23761353E-015  -0.11854478E-015
  -0.27890625E+001   0.62130419E-031   0.40840792E-017  -0.24922628E-015
  -0.27851562E+001   0.57407837E-030  -0.39339662E-015  -0.64754727E-015
  -0.27812500E+001   0.59431839E-030  -0.48295842E-015  -0.60089063E-015
  -0.27773438E+001   0.18924210E-031   0.17734720E-016   0.13641734E-015
  -0.27734375E+001   0.97390967E-030   0.80653785E-015   0.56868828E-015
  -0.27695312E+001   0.11172615E-029   0.10508675E-014   0.11374950E-015
  -0.27656250E+001   0.23329345E-030   0.33808140E-015  -0.34495568E-015
  -0.27617188E+001   0.41150370E-030  -0.63533949E-015  -0.88585764E-016
  -0.27578125E+001   0.97761697E-030  -0.96838680E-015   0.19960953E-015
  -0.27539062E+001   0.52488614E-030  -0.71810527E-015  -0.95973790E-016
  -0.27500000E+001   0.27082197E-030  -0.41818522E-015  -0.30974681E-015
  -0.27460938E+001   0.43989060E-031  -0.14700128E-015   0.14959841E-015
  -0.27421875E+001   0.50000633E-030   0.12302831E-015   0.69632633E-015
  -0.27382812E+001   0.59313160E-030   0.16706662E-015   0.75181137E-015
  -0.27343750E+001   0.35650996E-030   0.18121899E-015   0.56891971E-015
  -0.27304688E+001   0.54178661E-030   0.67605385E-015   0.29109759E-015
  -0.27265625E+001   0.16657522E-029   0.12663287E-014  -0.24932688E-015
  -0.27226562E+001   0.13228353E-029   0.99000051E-015  -0.58543511E-015
  -0.27187500E+001   0.34731266E-031   0.10218759E-015  -0.15584917E-015
  -0.27148438E+001   0.11538606E-030  -0.62944604E-016   0.33380240E-015
  -0.27109375E+001   0.58313974E-030   0.75121203E-015  -0.13718682E-015
  -0.27070312E+001   0.26640316E-029   0.12958126E-014  -0.99242189E-015
  -0.27031250E+001   0.15057795E-029   0.76790044E-015  -0.95713553E-015
  -0.26992188E+001   0.15369780E-030  -0.19984145E-015  -0.33728503E-015
  -0.26953125E+001   0.73107030E-030  -0.69906422E-015  -0.49232054E-015
  -0.26914062E+001   0.25937696E-029  -0.59948099E-015  -0.14947883E-014
  -0.26875000E+001   0.45669849E-029  -0.31186370E-015  -0.21141726E-014
  -0.26835938E+001   0.33250079E-029  -0.27420606E-015  -0.18027254E-014
  -0.26796875E+001   0.17899871E-029  -0.67752936E-015  -0.11536642E-014
  -0.26757812E+001   0.19269823E-029  -0.12277874E-014  -0.64770398E-015
  -0.26718750E+001   0.19965380E-029  -0.13959359E-014  -0.21886298E-015
  -0.26679688E+001   0.14203252E-029  -0.11836998E-014   0.13849146E-015
  -0.26640625E+001   0.14620774E-029  -0.11743321E-014   0.28813465E-015
  -0.26601562E+001   0.26716421E-029  -0.16067795E-014   0.29983646E-015
  -0.26562500E+001   0.42079399E-029  -0.20252846E-014   0.32582523E-015
  -0.26523438E+001   0.43194564E-029  -0.20363179E-014   0.41577133E-015
  -0.26484375E+001   0.35279123E-029  -0.17611724E-014   0.65282773E-015
  -0.26445312E+001   0.31675746E-029  -0.14643088E-014   0.10116197E-014
  -0.26406250E+001   0.31304374E-029  -0.13455764E-014   0.11488523E-014
  -0.26367188E+001   0.33013229E-029  -0.15469326E-014   0.95305944E-015
  -0.26328125E+001   0.42188087E-029  -0.17856379E-014   0.10150399E-014
  -0.26289062E+001   0.52447112E-029  -0.14142179E-014   0.18013048E-014
